################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Evaluation Voting -1/0/1/2.
# Format: CSV with header
#
# Participants were asked to give a score to each candidate, on the scale (-1,0,1,2).
# If the score is empty, it means that the voter did not evaluate the candidate (means
# the least score).
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 6855,0,-1,-1,-1,-1,1,-1,-1,2,1,0,Emmanuel Macron
Voter 25527,,,,,,2,,,1,0,,Benoît Hamon
Voter 13464,-1,-1,-1,-1,0,1,2,-1,2,-1,1,Emmanuel Macron
Voter 30904,,,,0,2,-1,-1,,-1,,,François Fillon
Voter 10196,-1,-1,-1,0,0,-1,-1,-1,1,-1,-1,incertitude
Voter 25198,0,-1,-1,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 946,0,-1,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 10212,0,-1,-1,0,,1,0,-1,1,1,-1,Jean-Luc Mélenchon
Voter 5385,1,,,,,1,,,,1,1,blanc
Voter 16120,-1,1,-1,1,2,-1,1,1,-1,-1,-1,François Fillon
Voter 12512,0,-1,-1,-1,1,2,-1,-1,2,2,0,blanc
Voter 30282,-1,0,0,-1,2,-1,0,-1,0,0,-1,François Fillon
Voter 5407,0,-1,-1,0,-1,2,-1,-1,1,1,0,incertitude
Voter 9764,-1,-1,-1,-1,-1,2,0,-1,2,0,0,Benoît Hamon
Voter 26821,1,-1,-1,-1,-1,2,0,-1,0,1,1,Benoît Hamon
Voter 22215,0,-1,-1,-1,-1,2,1,-1,1,1,0,incertitude
Voter 785,0,,,,,1,,,0,2,1,Jean-Luc Mélenchon
Voter 18184,0,-1,-1,-1,0,1,0,-1,2,-1,0,Emmanuel Macron
Voter 178,1,,,,1,1,,-1,2,,,Emmanuel Macron
Voter 5317,0,,,,,0,,,,2,1,Jean-Luc Mélenchon
Voter 29201,,,,,,2,,,,1,0,Benoît Hamon
Voter 27147,-1,-1,0,-1,-1,2,-1,-1,2,0,-1,Emmanuel Macron
Voter 5976,,,,,-1,,,-1,2,,,ne se prononce pas
Voter 22526,1,-1,-1,-1,-1,1,0,-1,2,1,1,Emmanuel Macron
Voter 26269,,,0,,,2,1,,,2,1,Jean-Luc Mélenchon
Voter 8482,0,,,,-1,2,,-1,-1,1,,Benoît Hamon
Voter 22192,1,-1,-1,-1,-1,2,1,-1,1,0,1,Emmanuel Macron
Voter 30453,-1,-1,-1,-1,1,1,-1,-1,2,1,0,Emmanuel Macron
Voter 18217,-1,0,-1,-1,1,-1,0,0,2,-1,-1,Emmanuel Macron
Voter 16466,0,0,0,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 16571,0,1,-1,1,-1,1,-1,0,1,2,0,Jean-Luc Mélenchon
Voter 20103,-1,-1,-1,0,1,0,0,-1,2,0,-1,Emmanuel Macron
Voter 890,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,Emmanuel Macron
Voter 377,-1,0,0,0,-1,1,0,-1,2,1,-1,Emmanuel Macron
Voter 25748,0,-1,-1,-1,1,-1,0,-1,2,1,0,Emmanuel Macron
Voter 6163,0,2,-1,-1,-1,1,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 1911,,0,0,0,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 305,2,,,,,1,,,0,2,2,Jean-Luc Mélenchon
Voter 22854,0,0,-1,-1,-1,2,-1,-1,1,2,0,abstention
Voter 25269,1,-1,0,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 4540,,,,,2,-1,0,,2,1,,François Fillon
Voter 29367,,,,0,,,,0,1,1,0,Jean-Luc Mélenchon
Voter 28586,2,,,,,,,,,,,Nathalie Arthaud
Voter 17076,0,1,0,0,-1,-1,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 12291,1,-1,-1,0,-1,-1,0,0,-1,2,1,Jean-Luc Mélenchon
Voter 28486,-1,-1,0,-1,-1,2,0,-1,1,0,-1,Benoît Hamon
Voter 14447,1,0,0,1,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 4106,0,0,-1,-1,0,2,2,-1,1,1,1,Jean Lassalle
Voter 28722,0,-1,0,-1,0,2,1,-1,2,2,0,Emmanuel Macron
Voter 6965,0,-1,-1,-1,1,0,0,-1,1,0,-1,Emmanuel Macron
Voter 8369,,,,,,0,,,1,0,,blanc
Voter 16070,0,-1,1,-1,-1,2,0,-1,1,0,-1,Benoît Hamon
Voter 15298,1,-1,-1,0,-1,1,-1,-1,0,0,1,Philippe Poutou
Voter 24137,0,-1,-1,0,-1,2,1,-1,1,1,1,Benoît Hamon
Voter 8193,-1,-1,-1,-1,-1,2,1,-1,2,2,0,Benoît Hamon
Voter 6790,1,0,-1,0,-1,2,1,-1,-1,2,1,incertitude
Voter 8932,1,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 25268,2,-1,-1,-1,-1,2,-1,-1,1,0,1,Benoît Hamon
Voter 6979,1,0,0,0,1,1,0,-1,0,-1,0,Nathalie Arthaud
Voter 2868,,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 30120,-1,-1,-1,-1,-1,1,0,-1,2,1,-1,Emmanuel Macron
Voter 12299,0,-1,-1,-1,-1,1,-1,-1,1,2,0,Emmanuel Macron
Voter 26328,-1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,Emmanuel Macron
Voter 5821,-1,-1,-1,1,2,-1,0,0,-1,-1,-1,François Fillon
Voter 11614,1,0,0,0,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 16995,0,0,0,2,-1,2,1,-1,2,2,1,Emmanuel Macron
Voter 30029,1,0,-1,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 13335,0,0,0,0,-1,1,0,-1,2,2,1,incertitude
Voter 3759,-1,-1,-1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 36945,1,-1,1,-1,-1,2,1,-1,0,1,2,Benoît Hamon
Voter 29502,0,-1,0,-1,-1,2,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 11433,,,,,,,,,2,,,Emmanuel Macron
Voter 17651,0,0,0,-1,0,1,1,-1,1,2,0,Jean-Luc Mélenchon
Voter 4432,,,,,-1,2,,-1,-1,2,,Jean-Luc Mélenchon
Voter 9146,1,,,,,,1,,,2,2,Jean-Luc Mélenchon
Voter 15006,1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 22548,-1,-1,-1,-1,0,1,1,-1,0,1,-1,incertitude
Voter 36511,0,2,0,0,-1,1,0,-1,-1,2,1,abstention
Voter 26154,0,-1,-1,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 20143,0,-1,-1,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 8180,-1,-1,-1,-1,,-1,-1,-1,2,0,-1,Emmanuel Macron
Voter 33296,1,1,0,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 19237,0,0,1,1,2,1,1,1,1,1,-1,François Fillon
Voter 19547,0,-1,0,-1,-1,2,1,-1,-1,2,1,Benoît Hamon
Voter 24198,0,-1,0,0,-1,2,1,-1,2,2,0,Emmanuel Macron
Voter 15461,0,0,0,0,-1,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 10457,0,-1,-1,-1,0,1,0,-1,1,2,0,incertitude
Voter 35567,-1,0,0,1,-1,0,1,0,-1,0,-1,abstention
Voter 25520,0,,,,,1,,,2,2,1,Jean-Luc Mélenchon
Voter 6973,,,,0,2,,0,,1,,,François Fillon
Voter 63,,,,,0,1,,,2,,,Emmanuel Macron
Voter 7525,1,0,-1,-1,-1,2,-1,-1,1,2,1,Jean-Luc Mélenchon
Voter 29518,1,-1,0,0,-1,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 16569,1,-1,-1,-1,-1,1,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 5708,,,,,,1,,,2,1,,incertitude
Voter 19384,-1,-1,-1,1,2,-1,-1,-1,1,0,-1,François Fillon
Voter 25835,-1,-1,-1,0,-1,0,-1,-1,1,1,0,incertitude
Voter 11291,0,-1,0,-1,-1,1,0,-1,2,0,0,Emmanuel Macron
Voter 17401,0,-1,-1,0,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 15691,-1,0,-1,,0,2,-1,-1,0,0,0,Benoît Hamon
Voter 29692,0,0,0,0,-1,1,-1,-1,1,0,0,Emmanuel Macron
Voter 18331,,-1,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 9588,1,,,,,1,,,,2,2,Jean-Luc Mélenchon
Voter 288,1,,,,,0,,,,2,2,Philippe Poutou
Voter 7832,2,,,,-1,0,,-1,0,2,2,Jean-Luc Mélenchon
Voter 24116,0,-1,-1,1,-1,-1,-1,0,1,0,0,blanc
Voter 22006,1,0,-1,0,-1,0,1,-1,-1,2,2,ne se prononce pas
Voter 12812,0,1,0,1,-1,2,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 13790,1,-1,-1,0,-1,2,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 28468,0,0,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 37670,0,-1,-1,-1,-1,0,-1,-1,-1,2,2,
Voter 3017,1,0,0,-1,-1,1,0,,1,2,1,Jean-Luc Mélenchon
Voter 24720,0,0,0,0,-1,1,0,-1,1,2,1,Jean-Luc Mélenchon
Voter 6745,0,-1,-1,-1,-1,1,-1,-1,0,2,0,blanc
Voter 14937,1,-1,-1,-1,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 15112,1,-1,-1,-1,-1,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 12226,0,0,-1,0,-1,1,0,-1,2,1,0,Emmanuel Macron
Voter 11920,-1,-1,-1,-1,1,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 8918,2,0,0,-1,-1,1,1,-1,-1,2,2,incertitude
Voter 2057,1,2,0,0,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 23762,-1,0,1,0,1,0,0,0,2,-1,-1,Emmanuel Macron
Voter 29414,1,0,0,-1,-1,1,1,-1,-1,2,2,
Voter 15231,0,-1,-1,0,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 2473,0,-1,0,-1,-1,0,0,-1,-1,1,2,Jean-Luc Mélenchon
Voter 22003,1,0,0,-1,-1,2,0,-1,1,2,1,Jean-Luc Mélenchon
Voter 16187,1,0,0,1,-1,0,2,-1,-1,2,2,Jean-Luc Mélenchon
Voter 33835,-1,-1,-1,0,0,0,1,-1,2,-1,-1,Emmanuel Macron
Voter 9342,0,0,0,0,-1,2,0,-1,1,2,1,abstention
Voter 524,,,,,,1,,,,2,,blanc
Voter 15620,1,-1,0,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 24363,-1,-1,-1,-1,1,1,0,-1,2,0,-1,Emmanuel Macron
Voter 6201,1,-1,0,-1,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 36417,-1,0,0,2,0,-1,-1,0,-1,1,-1,
Voter 14811,1,-1,0,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 10014,0,-1,-1,-1,-1,2,,-1,0,2,1,incertitude
Voter 26959,0,-1,-1,0,-1,2,1,-1,1,2,-1,Jean-Luc Mélenchon
Voter 16063,-1,-1,-1,-1,0,0,-1,-1,2,-1,-1,Emmanuel Macron
Voter 1747,0,-1,0,-1,-1,2,-1,-1,0,2,1,Benoît Hamon
Voter 23618,0,2,1,2,0,0,1,0,2,0,0,Nicolas Dupont-Aignan
Voter 7445,0,-1,0,0,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 13528,0,0,0,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 1196,,,,,-1,-1,,-1,-1,1,,Jean-Luc Mélenchon
Voter 24044,1,-1,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 7579,0,-1,-1,-1,-1,2,0,-1,2,0,0,Emmanuel Macron
Voter 625,0,,,,,1,,,,2,0,Jean-Luc Mélenchon
Voter 7781,0,,,,,1,0,,2,1,0,Emmanuel Macron
Voter 22536,0,-1,2,-1,0,-1,2,-1,-1,1,0,Jacques Cheminade
Voter 25787,-1,-1,-1,-1,0,0,0,-1,2,-1,-1,Emmanuel Macron
Voter 24763,-1,-1,-1,-1,0,0,1,-1,1,2,0,Jean-Luc Mélenchon
Voter 24780,2,,,,,,,,,1,2,abstention
Voter 29601,-1,-1,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 27308,-1,-1,-1,1,1,0,1,1,1,-1,-1,François Fillon
Voter 19636,,,,,1,0,,,2,,,Emmanuel Macron
Voter 21559,1,-1,-1,0,0,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 23392,1,-1,-1,-1,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 33299,1,-1,-1,0,-1,2,0,-1,1,0,1,Benoît Hamon
Voter 6339,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,Jean-Luc Mélenchon
Voter 23354,1,-1,-1,-1,-1,2,0,-1,-1,1,1,Jean-Luc Mélenchon
Voter 14496,1,0,0,0,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 15198,-1,-1,-1,0,-1,0,-1,1,2,1,0,Emmanuel Macron
Voter 8003,-1,-1,-1,-1,-1,2,-1,-1,1,1,-1,Benoît Hamon
Voter 37090,0,-1,-1,0,0,2,1,-1,1,1,1,Benoît Hamon
Voter 8331,0,-1,-1,-1,-1,1,-1,-1,0,1,1,incertitude
Voter 15012,-1,-1,-1,-1,2,-1,-1,-1,0,-1,-1,abstention
Voter 24804,0,-1,1,-1,-1,2,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 25299,-1,-1,-1,0,-1,2,-1,-1,1,2,1,Jean-Luc Mélenchon
Voter 28819,0,-1,-1,,-1,2,-1,-1,0,0,0,Benoît Hamon
Voter 25709,1,-1,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 1963,-1,-1,-1,0,0,0,-1,0,1,0,0,blanc
Voter 23527,,,-1,-1,,1,,-1,0,2,1,Jean-Luc Mélenchon
Voter 28969,1,-1,-1,-1,-1,2,0,-1,1,2,1,Benoît Hamon
Voter 6331,,,,-1,-1,1,,-1,2,,,incertitude
Voter 27815,,0,0,1,,,-1,2,,,,Marine Le Pen
Voter 18355,0,0,0,1,-1,0,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 2390,,,,,,1,,,0,2,1,Jean-Luc Mélenchon
Voter 21906,0,-1,1,-1,0,2,1,-1,1,1,0,incertitude
Voter 15044,0,-1,-1,-1,0,2,-1,-1,1,0,0,Benoît Hamon
Voter 7762,1,-1,-1,-1,-1,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 3199,1,1,-1,-1,-1,1,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 13460,0,-1,-1,0,-1,1,0,-1,1,0,0,Emmanuel Macron
Voter 19861,-1,-1,-1,0,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 23859,,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 3244,-1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,Emmanuel Macron
Voter 18705,-1,-1,-1,0,2,-1,0,-1,1,-1,-1,François Fillon
Voter 28998,0,0,1,2,-1,1,1,-1,-1,-1,-1,Nicolas Dupont-Aignan
Voter 14769,0,0,0,-1,-1,2,1,-1,2,-1,0,Emmanuel Macron
Voter 18909,0,0,1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 19979,0,0,0,0,0,1,0,-1,1,2,0,incertitude
Voter 30693,0,-1,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 14052,0,-1,-1,1,-1,1,0,-1,1,2,2,Jean-Luc Mélenchon
Voter 29420,-1,-1,-1,-1,0,1,0,-1,2,0,-1,Emmanuel Macron
Voter 12650,1,-1,-1,-1,0,2,1,0,0,2,1,Jean-Luc Mélenchon
Voter 27226,-1,-1,-1,0,2,-1,0,1,-1,-1,-1,François Fillon
Voter 11024,-1,-1,-1,-1,1,1,-1,-1,2,1,-1,incertitude
Voter 21168,0,-1,-1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 20752,1,-1,-1,-1,-1,-1,1,-1,-1,2,2,abstention
Voter 20777,1,-1,-1,1,-1,1,1,-1,1,2,1,Jean-Luc Mélenchon
Voter 21905,1,-1,-1,-1,-1,2,-1,-1,1,2,2,Benoît Hamon
Voter 14622,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,Benoît Hamon
Voter 177,0,,,,,1,,,,2,0,Jean-Luc Mélenchon
Voter 21377,0,-1,-1,-1,-1,1,0,-1,0,1,1,blanc
Voter 18628,-1,-1,-1,-1,-1,2,-1,-1,0,0,-1,Benoît Hamon
Voter 37049,0,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 27044,2,-1,-1,-1,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 16677,1,0,1,0,-1,2,1,-1,1,2,2,Jean-Luc Mélenchon
Voter 19150,0,-1,0,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 15130,0,0,-1,-1,-1,2,-1,-1,1,1,1,Benoît Hamon
Voter 23883,0,2,,1,-1,,,0,,0,,François Asselineau
Voter 29933,1,-1,-1,0,-1,1,0,0,-1,2,2,Nathalie Arthaud
Voter 37033,-1,-1,-1,-1,1,0,1,-1,2,-1,-1,Emmanuel Macron
Voter 24249,-1,-1,-1,0,1,0,0,-1,1,-1,-1,Emmanuel Macron
Voter 18269,-1,-1,0,1,-1,0,1,-1,2,1,-1,Emmanuel Macron
Voter 19228,0,-1,0,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 1284,0,0,0,0,-1,1,0,-1,-1,1,0,Jean-Luc Mélenchon
Voter 18746,1,-1,-1,-1,-1,0,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 15318,1,1,1,-1,-1,-1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 25176,,,,,,,,,,2,,Jean-Luc Mélenchon
Voter 11251,0,-1,-1,-1,-1,1,-1,-1,1,1,1,Emmanuel Macron
Voter 6424,1,-1,-1,-1,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 30288,-1,,,,1,1,,,2,1,,Emmanuel Macron
Voter 13434,-1,-1,-1,1,0,0,-1,1,1,2,-1,Jean-Luc Mélenchon
Voter 5452,-1,-1,-1,2,-1,0,-1,-1,2,0,-1,Emmanuel Macron
Voter 1456,1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 21737,-1,-1,0,0,-1,0,0,-1,0,-1,0,abstention
Voter 14119,0,-1,-1,-1,0,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 1225,0,2,0,-1,-1,-1,1,-1,-1,1,-1,François Asselineau
Voter 19575,2,-1,0,-1,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 9219,1,-1,-1,-1,-1,2,0,-1,0,1,2,Philippe Poutou
Voter 9272,-1,-1,0,2,1,0,0,0,0,0,0,Nicolas Dupont-Aignan
Voter 17113,0,0,-1,-1,1,-1,1,2,-1,-1,-1,Marine Le Pen
Voter 12192,0,0,0,0,-1,1,0,-1,2,2,-1,ne se prononce pas
Voter 14483,-1,-1,-1,-1,-1,2,0,-1,2,0,-1,Benoît Hamon
Voter 34431,-1,1,0,1,-1,2,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 11231,0,0,0,1,0,0,1,-1,0,0,0,incertitude
Voter 1738,0,,,,2,1,0,,0,,,François Fillon
Voter 20675,0,-1,0,0,-1,2,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 23987,-1,-1,0,-1,-1,2,1,-1,0,1,0,Benoît Hamon
Voter 13516,0,-1,-1,-1,-1,1,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 12355,0,-1,0,0,1,2,0,-1,2,1,0,Emmanuel Macron
Voter 10959,0,0,0,0,-1,2,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 16919,0,0,0,-1,-1,2,-1,-1,1,1,-1,Benoît Hamon
Voter 21687,-1,-1,-1,-1,-1,2,-1,-1,0,2,0,Emmanuel Macron
Voter 27929,1,-1,0,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 13805,-1,-1,0,0,-1,0,-1,-1,2,-1,-1,Emmanuel Macron
Voter 23757,-1,-1,0,-1,-1,2,-1,-1,1,1,,Benoît Hamon
Voter 28664,0,-1,-1,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 33968,,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 6669,1,-1,0,1,-1,1,0,-1,2,2,0,Jean-Luc Mélenchon
Voter 13574,1,-1,,-1,-1,2,2,-1,-1,2,2,Jean-Luc Mélenchon
Voter 10051,1,0,0,-1,-1,0,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 23680,-1,1,-1,0,1,-1,0,2,-1,1,-1,abstention
Voter 19294,1,0,-1,-1,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 29700,-1,-1,-1,-1,0,1,-1,1,1,1,-1,Emmanuel Macron
Voter 26618,0,-1,-1,-1,-1,1,1,-1,0,2,1,Jean-Luc Mélenchon
Voter 16499,-1,1,0,1,2,-1,1,0,-1,1,-1,François Fillon
Voter 5860,0,-1,-1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 7169,2,1,1,1,-1,1,1,-1,0,2,1,Jean-Luc Mélenchon
Voter 35043,-1,-1,-1,-1,-1,2,-1,-1,0,1,0,Jean-Luc Mélenchon
Voter 4369,1,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 30269,-1,-1,-1,-1,0,1,-1,-1,2,0,0,blanc
Voter 19778,,,,,,2,,,,2,2,Jean-Luc Mélenchon
Voter 15300,0,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 13346,1,-1,0,0,-1,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 27113,-1,-1,-1,0,0,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 13313,,1,,,,,,,,2,,Jean-Luc Mélenchon
Voter 15284,1,0,-1,1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 36957,0,2,0,0,-1,0,1,0,-1,2,0,abstention
Voter 15666,1,-1,-1,-1,,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 5044,0,-1,0,-1,-1,1,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 11501,0,-1,-1,-1,-1,2,-1,-1,0,2,1,Benoît Hamon
Voter 8355,0,-1,-1,0,-1,1,0,-1,0,2,,Jean-Luc Mélenchon
Voter 36560,0,-1,0,-1,-1,-1,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 28832,1,-1,0,-1,-1,2,0,-1,1,1,1,Benoît Hamon
Voter 1676,1,-1,-1,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 29202,-1,1,0,1,2,0,1,0,2,0,-1,François Fillon
Voter 22089,,,,,2,-1,,,0,-1,-1,ne se prononce pas
Voter 14124,-1,-1,-1,-1,-1,1,-1,-1,2,1,-1,Emmanuel Macron
Voter 30107,1,0,0,0,-1,2,-1,-1,-1,1,1,Jean-Luc Mélenchon
Voter 29435,0,1,-1,0,-1,0,0,0,-1,2,1,Jean-Luc Mélenchon
Voter 26585,,,,,,1,,,0,2,,Jean-Luc Mélenchon
Voter 28770,-1,0,0,1,-1,-1,0,1,-1,1,0,Jean-Luc Mélenchon
Voter 26343,0,-1,-1,0,0,2,-1,-1,1,1,1,Benoît Hamon
Voter 12515,1,0,0,0,0,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 151,-1,-1,-1,-1,-1,2,-1,-1,1,1,-1,Benoît Hamon
Voter 8723,-1,-1,-1,-1,0,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 6968,,,,-1,-1,2,,-1,1,2,,Jean-Luc Mélenchon
Voter 2045,1,0,0,0,-1,1,1,-1,2,0,1,Emmanuel Macron
Voter 29119,0,-1,-1,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 29538,0,-1,-1,-1,-1,2,0,-1,1,1,0,Emmanuel Macron
Voter 16550,-1,0,-1,1,2,1,0,-1,1,-1,-1,François Fillon
Voter 7573,0,0,-1,0,1,1,-1,-1,1,1,0,blanc
Voter 12583,1,-1,-1,-1,-1,0,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 21596,-1,1,-1,1,2,0,-1,-1,0,0,-1,François Fillon
Voter 6491,-1,0,-1,0,1,-1,1,1,0,-1,-1,François Fillon
Voter 25838,1,0,,,,1,,,,1,2,Philippe Poutou
Voter 28733,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,abstention
Voter 19650,-1,0,0,2,2,0,0,2,1,0,-1,Nicolas Dupont-Aignan
Voter 30311,2,-1,0,1,-1,1,0,-1,0,2,1,non inscrit
Voter 7495,-1,-1,0,0,2,0,-1,-1,2,0,-1,Emmanuel Macron
Voter 11400,0,0,0,0,0,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 1793,0,-1,0,0,-1,0,0,-1,1,2,-1,Jean-Luc Mélenchon
Voter 12048,1,-1,0,-1,-1,2,0,-1,1,2,1,Benoît Hamon
Voter 20994,0,-1,0,-1,0,1,0,-1,2,0,0,ne se prononce pas
Voter 27081,1,-1,1,-1,-1,2,1,-1,-1,2,2,non inscrit
Voter 8027,-1,-1,-1,-1,1,0,-1,-1,2,-1,-1,Emmanuel Macron
Voter 7925,2,,,0,-1,1,,-1,-1,2,2,Jean-Luc Mélenchon
Voter 11406,1,-1,-1,-1,-1,1,-1,-1,0,0,0,Benoît Hamon
Voter 8048,1,-1,-1,0,-1,0,0,-1,0,2,1,Jean-Luc Mélenchon
