################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Evaluation Voting -1/0/1/2.
# Format: CSV with header
#
# Participants were asked to give a score to each candidate, on the scale (-1,0,1,2).
# If the score is empty, it means that the voter did not evaluate the candidate (means
# the least score).
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 24242,1,0,,0,0,2,0,0,2,1,1,Benoît Hamon
Voter 4674,1,0,1,0,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 19124,-1,1,-1,2,1,0,-1,1,0,0,-1,Nicolas Dupont-Aignan
Voter 18811,1,-1,-1,-1,-1,2,1,-1,0,2,1,ne se prononce pas
Voter 31490,,,0,,1,1,,-1,2,0,-1,non inscrit
Voter 18910,1,-1,-1,-1,-1,0,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 4646,-1,-1,-1,-1,-1,2,-1,-1,1,0,-1,incertitude
Voter 34949,1,,,,,1,,,0,2,,Jean-Luc Mélenchon
Voter 4364,2,-1,2,-1,-1,0,0,-1,-1,2,2,abstention
Voter 13368,-1,-1,-1,0,-1,2,0,-1,2,1,-1,Emmanuel Macron
Voter 26375,1,0,0,1,-1,1,1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 37685,0,-1,-1,-1,-1,2,-1,-1,0,0,0,
Voter 25304,2,,,,,1,,,0,2,2,Jean-Luc Mélenchon
Voter 30002,0,-1,-1,0,-1,0,-1,-1,0,1,0,Jean-Luc Mélenchon
Voter 851,-1,-1,0,0,0,1,0,-1,2,1,-1,Emmanuel Macron
Voter 9980,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,Emmanuel Macron
Voter 14970,2,-1,0,0,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 29753,-1,-1,0,0,-1,0,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 3257,-1,-1,-1,-1,-1,1,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 23343,0,2,0,-1,-1,-1,1,-1,-1,1,0,François Asselineau
Voter 28488,1,-1,0,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 3763,1,-1,-1,0,2,2,1,-1,2,1,1,Emmanuel Macron
Voter 16835,-1,-1,-1,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 30838,0,-1,0,-1,-1,-1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 37304,1,-1,-1,-1,-1,1,0,-1,2,1,2,Emmanuel Macron
Voter 11204,0,-1,-1,-1,0,1,-1,-1,1,1,1,incertitude
Voter 24315,-1,0,0,1,0,-1,0,-1,1,0,-1,incertitude
Voter 3592,,,,1,,1,,,,2,,Jean-Luc Mélenchon
Voter 13990,-1,-1,0,0,-1,2,0,-1,1,1,1,incertitude
Voter 34724,1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 2993,-1,-1,-1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 3166,0,-1,-1,-1,-1,2,-1,-1,2,2,0,incertitude
Voter 22448,2,-1,-1,-1,-1,2,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 12717,-1,-1,-1,-1,-1,1,0,-1,2,-1,-1,Emmanuel Macron
Voter 8043,1,-1,0,0,-1,2,-1,-1,-1,0,-1,Benoît Hamon
Voter 12835,0,1,0,-1,1,0,-1,-1,2,0,-1,Emmanuel Macron
Voter 22666,1,0,1,-1,-1,2,0,-1,-1,2,2,Benoît Hamon
Voter 9635,0,-1,-1,0,0,2,-1,-1,1,1,0,Benoît Hamon
Voter 10244,-1,,,-1,-1,1,,-1,2,1,-1,Emmanuel Macron
Voter 7670,-1,-1,-1,1,2,-1,-1,0,0,-1,-1,Nicolas Dupont-Aignan
Voter 15950,0,-1,-1,-1,-1,2,-1,-1,-1,2,1,Benoît Hamon
Voter 24759,1,-1,0,0,-1,2,1,-1,2,2,1,Emmanuel Macron
Voter 5869,1,0,0,0,-1,1,1,-1,2,2,0,Emmanuel Macron
Voter 5417,,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 17508,2,-1,,0,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 35315,,,,,,1,-1,,0,2,-1,Jean-Luc Mélenchon
Voter 18352,1,-1,0,-1,0,2,-1,-1,2,1,1,Emmanuel Macron
Voter 1912,0,-1,0,0,-1,2,1,-1,-1,0,0,Benoît Hamon
Voter 14030,1,-1,-1,-1,-1,2,0,-1,0,1,1,Nathalie Arthaud
Voter 15760,1,-1,0,0,-1,1,0,-1,1,1,2,Emmanuel Macron
Voter 26976,0,,-1,,,1,,,2,1,0,Emmanuel Macron
Voter 19254,1,-1,0,-1,-1,2,-1,-1,1,-1,1,incertitude
Voter 19842,-1,-1,-1,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 25977,-1,-1,-1,0,0,1,0,-1,-1,1,-1,Jean-Luc Mélenchon
Voter 29606,0,-1,0,-1,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 27961,0,-1,-1,-1,-1,1,-1,-1,2,-1,0,Emmanuel Macron
Voter 16384,-1,-1,-1,-1,-1,2,-1,-1,2,-1,2,Benoît Hamon
Voter 23160,-1,-1,-1,1,2,0,-1,0,-1,0,-1,François Fillon
Voter 18028,0,-1,0,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 6963,1,-1,-1,-1,-1,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 23199,0,-1,-1,-1,-1,1,1,-1,2,1,1,Emmanuel Macron
Voter 10304,-1,-1,-1,1,0,2,0,-1,1,1,-1,incertitude
Voter 6037,1,-1,0,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 24313,1,0,0,0,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 12627,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,Emmanuel Macron
Voter 25674,0,0,0,-1,-1,-1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 4644,-1,-1,-1,-1,-1,2,1,-1,1,1,1,Emmanuel Macron
Voter 3667,0,0,0,0,-1,1,0,-1,-1,1,0,Benoît Hamon
Voter 30004,-1,-1,-1,-1,-1,2,0,-1,2,1,0,Emmanuel Macron
Voter 551,-1,,-1,-1,-1,2,,-1,1,1,-1,Benoît Hamon
Voter 14748,,,-1,-1,-1,1,,-1,,,,Benoît Hamon
Voter 4529,2,-1,-1,-1,-1,2,-1,-1,0,2,2,Benoît Hamon
Voter 18576,1,2,0,-1,-1,-1,0,-1,-1,1,1,abstention
Voter 6694,0,-1,-1,-1,-1,2,-1,-1,1,2,0,Jean-Luc Mélenchon
Voter 36011,,,,,,2,,,1,1,,Emmanuel Macron
Voter 12711,0,-1,1,1,1,1,0,-1,1,2,1,abstention
Voter 21638,-1,0,-1,0,-1,1,2,-1,2,0,-1,Emmanuel Macron
Voter 27567,0,1,0,-1,-1,2,0,-1,2,1,0,Emmanuel Macron
Voter 37190,,,,0,1,1,0,0,2,0,,Emmanuel Macron
Voter 17221,0,0,0,-1,0,2,-1,-1,2,0,0,Benoît Hamon
Voter 29971,2,1,-1,-1,-1,-1,1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 16613,0,2,-1,0,-1,2,-1,-1,-1,1,1,Benoît Hamon
Voter 6448,1,0,0,-1,-1,2,0,-1,1,1,1,Benoît Hamon
Voter 4825,0,0,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 28469,0,-1,-1,-1,-1,2,-1,-1,1,1,-1,Benoît Hamon
Voter 28920,1,0,-1,0,-1,1,-1,-1,0,2,-1,Jean-Luc Mélenchon
Voter 6522,,,,-1,-1,1,,-1,2,1,,
Voter 21484,-1,-1,0,-1,-1,1,-1,-1,2,0,0,Emmanuel Macron
Voter 17713,-1,-1,-1,1,2,-1,-1,-1,1,0,-1,François Fillon
Voter 13504,0,-1,-1,-1,-1,2,-1,-1,0,2,1,Benoît Hamon
Voter 11237,0,0,0,-1,-1,1,0,-1,0,1,1,Benoît Hamon
Voter 8033,0,-1,-1,0,0,2,0,-1,2,1,0,Emmanuel Macron
Voter 25142,0,-1,,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 20345,0,-1,-1,-1,-1,1,0,-1,0,1,1,Benoît Hamon
Voter 20747,0,,0,,,2,0,,0,1,0,Benoît Hamon
Voter 27292,-1,-1,-1,0,-1,2,-1,-1,0,-1,0,Emmanuel Macron
Voter 26031,1,0,0,0,-1,2,-1,-1,0,2,-1,Jean-Luc Mélenchon
Voter 1934,-1,0,-1,-1,0,0,0,-1,2,-1,-1,Emmanuel Macron
Voter 5599,1,1,0,0,0,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 22871,-1,-1,-1,-1,0,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 7007,1,-1,-1,-1,-1,2,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 7031,0,-1,-1,-1,-1,2,-1,-1,2,2,1,incertitude
Voter 7546,0,-1,0,-1,-1,0,-1,0,2,1,0,Emmanuel Macron
Voter 5925,-1,2,-1,-1,-1,-1,-1,0,-1,0,-1,François Asselineau
Voter 19961,0,0,0,-1,-1,1,0,-1,0,2,2,Philippe Poutou
Voter 15337,-1,-1,-1,0,-1,1,0,0,2,0,-1,non inscrit
Voter 17855,0,0,0,0,0,2,0,,0,1,0,Benoît Hamon
Voter 37686,2,-1,0,0,-1,1,1,-1,-1,0,2,
Voter 4474,2,-1,-1,-1,-1,2,-1,-1,1,1,2,Nathalie Arthaud
Voter 11943,0,0,0,0,0,2,-1,-1,1,1,0,Benoît Hamon
Voter 25649,0,-1,-1,-1,-1,0,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 30663,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 986,-1,-1,-1,0,-1,0,-1,-1,2,1,-1,Emmanuel Macron
Voter 7499,-1,1,0,0,-1,1,1,-1,2,-1,-1,Emmanuel Macron
Voter 10723,0,0,0,0,-1,1,0,0,-1,2,1,Jean-Luc Mélenchon
Voter 1339,1,,,-1,-1,2,,-1,1,2,1,Jean-Luc Mélenchon
Voter 8284,0,-1,0,0,-1,1,0,-1,0,1,0,Benoît Hamon
Voter 9688,2,1,1,1,-1,1,2,-1,0,2,2,Jean-Luc Mélenchon
Voter 30784,-1,-1,0,2,-1,1,-1,-1,1,2,0,Nicolas Dupont-Aignan
Voter 22980,,0,,,,,,,,,,Jean Lassalle
Voter 21678,-1,-1,-1,0,-1,2,-1,-1,1,0,-1,incertitude
Voter 4521,0,-1,-1,-1,-1,1,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 30115,0,-1,-1,2,0,2,-1,-1,2,-1,0,Emmanuel Macron
Voter 37267,-1,-1,0,-1,-1,2,-1,-1,2,0,-1,Emmanuel Macron
Voter 4885,0,-1,0,-1,-1,2,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 30174,0,-1,-1,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 10492,0,-1,-1,-1,-1,2,-1,-1,0,1,-1,Benoît Hamon
Voter 9681,1,1,1,1,2,1,1,2,2,2,-1,François Fillon
Voter 18561,0,-1,2,0,-1,1,1,-1,2,2,1,Emmanuel Macron
Voter 33938,-1,-1,0,-1,-1,1,-1,-1,0,2,-1,Jean-Luc Mélenchon
Voter 157,0,-1,-1,-1,-1,1,-1,-1,2,-1,0,Emmanuel Macron
Voter 11619,1,0,0,-1,-1,2,0,-1,0,2,2,incertitude
Voter 25939,,,,1,-1,0,,,,1,-1,incertitude
Voter 10246,0,-1,-1,-1,-1,2,0,-1,1,2,1,Jean-Luc Mélenchon
Voter 17230,1,-1,-1,0,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 23839,0,-1,-1,-1,-1,2,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 24460,0,-1,0,-1,-1,2,-1,-1,1,2,1,blanc
Voter 17702,2,0,1,-1,-1,2,1,-1,1,1,2,Benoît Hamon
Voter 25143,1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 329,0,0,0,0,-1,1,0,-1,0,1,1,blanc
Voter 6962,-1,0,-1,-1,-1,1,-1,0,1,2,-1,Jean-Luc Mélenchon
Voter 7135,1,0,1,-1,-1,2,1,-1,1,2,1,Jean-Luc Mélenchon
Voter 33254,0,-1,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 13997,-1,0,-1,0,0,-1,-1,2,-1,0,-1,Marine Le Pen
Voter 537,0,0,0,-1,-1,1,0,-1,1,2,-1,Jean-Luc Mélenchon
Voter 2934,,,,,,2,,,,,,Benoît Hamon
Voter 17435,0,-1,-1,1,-1,1,-1,0,2,0,1,Emmanuel Macron
Voter 3169,0,-1,-1,-1,-1,1,-1,-1,1,-1,0,incertitude
Voter 36455,0,-1,-1,-1,-1,0,-1,-1,2,2,0,Emmanuel Macron
Voter 32826,1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 4509,-1,-1,-1,-1,-1,1,0,-1,2,0,-1,Emmanuel Macron
Voter 14941,0,-1,-1,-1,-1,2,-1,-1,1,2,0,Emmanuel Macron
Voter 23416,0,-1,-1,-1,-1,0,0,-1,1,1,2,incertitude
Voter 25411,-1,0,0,-1,2,1,-1,-1,0,1,-1,François Fillon
Voter 15001,1,0,-1,0,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 23487,,,,,,2,,,,2,1,Benoît Hamon
Voter 16482,1,0,1,,,2,0,,,2,1,Jean-Luc Mélenchon
Voter 24589,-1,-1,-1,-1,0,0,-1,-1,2,0,0,Emmanuel Macron
Voter 17117,-1,2,0,1,0,-1,0,-1,-1,-1,-1,François Asselineau
Voter 17153,1,-1,0,-1,-1,2,1,-1,2,1,1,Emmanuel Macron
Voter 11277,-1,-1,-1,0,1,-1,-1,-1,2,0,-1,Emmanuel Macron
Voter 12187,1,,,,-1,0,,-1,-1,2,1,Jean-Luc Mélenchon
Voter 14702,0,0,0,0,-1,0,0,-1,1,0,0,incertitude
Voter 6819,-1,-1,-1,1,-1,0,0,-1,2,1,-1,Emmanuel Macron
Voter 27151,-1,-1,0,0,0,1,-1,-1,1,2,-1,Jean-Luc Mélenchon
Voter 27685,-1,2,0,1,1,-1,0,0,-1,-1,-1,François Asselineau
Voter 11023,0,-1,-1,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 28465,0,1,2,1,-1,0,1,-1,0,2,0,Jacques Cheminade
Voter 2002,2,-1,0,-1,-1,1,0,-1,-1,1,2,Philippe Poutou
Voter 8440,-1,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 18620,0,0,0,-1,-1,2,0,0,-1,2,2,Jean-Luc Mélenchon
Voter 32600,1,-1,0,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 25223,,,,,,2,,,0,1,,Benoît Hamon
Voter 8912,,,,,1,1,,,1,0,,incertitude
Voter 29820,,,,,,,,,,2,,non inscrit
Voter 2325,,2,,,2,-1,,1,1,1,,François Asselineau
Voter 16625,-1,-1,-1,0,-1,-1,0,-1,-1,1,0,incertitude
Voter 15901,0,-1,-1,-1,0,1,-1,-1,0,1,-1,blanc
Voter 32489,-1,-1,-1,-1,-1,2,-1,-1,0,-1,0,Benoît Hamon
Voter 15812,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 5930,0,-1,0,1,-1,-1,2,-1,2,1,0,Emmanuel Macron
Voter 12423,-1,-1,-1,0,1,1,1,-1,2,-1,-1,Emmanuel Macron
Voter 18575,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 859,0,-1,0,-1,-1,0,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 8101,-1,-1,-1,0,0,0,0,-1,2,0,-1,Emmanuel Macron
Voter 27510,1,-1,-1,0,-1,1,-1,-1,,2,1,Jean-Luc Mélenchon
Voter 29938,1,-1,-1,1,-1,0,-1,0,1,2,1,Jean-Luc Mélenchon
Voter 21929,-1,-1,-1,-1,-1,1,-1,-1,2,0,-1,Emmanuel Macron
Voter 9291,-1,-1,-1,2,1,-1,-1,1,0,-1,-1,Nicolas Dupont-Aignan
Voter 14987,-1,-1,-1,-1,-1,2,-1,-1,1,0,-1,Benoît Hamon
Voter 11404,1,,,,,,0,,,2,1,Jean-Luc Mélenchon
Voter 27417,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,Jean-Luc Mélenchon
Voter 24283,-1,-1,-1,-1,-1,2,0,-1,1,1,1,Jean-Luc Mélenchon
Voter 22287,0,-1,-1,-1,-1,2,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 19449,0,-1,-1,-1,-1,2,-1,-1,0,2,0,Benoît Hamon
Voter 20882,,,,,1,-1,,,2,-1,,Emmanuel Macron
Voter 6203,0,0,0,0,-1,1,0,-1,1,2,1,incertitude
Voter 16608,-1,1,-1,1,-1,1,1,1,-1,2,-1,Jean-Luc Mélenchon
Voter 30549,0,-1,-1,-1,-1,2,-1,-1,-1,1,0,Jean-Luc Mélenchon
Voter 16701,-1,-1,-1,-1,0,0,-1,-1,2,0,-1,Emmanuel Macron
Voter 31280,0,1,2,1,0,1,2,0,1,0,-1,Jean Lassalle
Voter 24377,-1,-1,-1,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 27697,1,-1,-1,-1,-1,2,-1,-1,2,1,1,Emmanuel Macron
Voter 1439,1,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 7315,0,0,0,0,-1,2,0,-1,1,2,0,incertitude
Voter 1166,,,,,,,,,,2,,Jean-Luc Mélenchon
Voter 27511,0,-1,0,-1,-1,2,1,-1,2,1,1,Benoît Hamon
Voter 21227,0,-1,-1,-1,-1,1,-1,-1,1,0,1,Emmanuel Macron
Voter 21236,0,-1,0,-1,-1,2,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 24643,1,0,0,0,-1,2,1,-1,0,2,1,incertitude
Voter 5002,1,-1,0,-1,-1,2,0,-1,0,1,1,Benoît Hamon
Voter 18984,-1,-1,-1,-1,-1,2,0,-1,1,1,1,incertitude
Voter 2252,0,,,,,2,,,0,2,1,incertitude
Voter 14385,0,-1,-1,0,-1,2,-1,-1,1,2,1,Jean-Luc Mélenchon
Voter 30305,,,,,-1,2,,-1,-1,2,0,Benoît Hamon
Voter 13181,,,,,,,,,,2,,Jean-Luc Mélenchon
Voter 1526,,,,,,2,0,,,2,,Benoît Hamon
Voter 25608,-1,0,0,0,0,2,-1,-1,0,2,0,Benoît Hamon
Voter 25437,0,-1,-1,-1,-1,2,1,-1,0,1,1,Benoît Hamon
Voter 2912,2,0,0,-1,-1,1,1,-1,-1,2,2,incertitude
Voter 18277,,,,,,,,,,2,1,Jean-Luc Mélenchon
Voter 27153,-1,0,-1,-1,-1,1,-1,-1,0,2,1,ne se prononce pas
Voter 19561,0,-1,-1,0,-1,1,1,-1,0,2,1,Jean-Luc Mélenchon
Voter 4618,1,-1,-1,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 26728,1,-1,0,0,-1,0,0,-1,-1,2,2,incertitude
Voter 20936,0,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 1107,2,0,-1,-1,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 25009,-1,0,0,0,-1,0,-1,-1,0,1,0,blanc
Voter 5851,,,,,0,2,,-1,-1,1,1,Benoît Hamon
Voter 36680,,,,-1,-1,2,,-1,0,1,,Jean-Luc Mélenchon
Voter 36385,0,1,-1,-1,-1,0,0,0,-1,2,1,non inscrit
Voter 35386,0,0,0,0,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 11914,1,-1,-1,-1,-1,0,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 30783,-1,-1,,-1,-1,2,-1,-1,0,2,,Jean-Luc Mélenchon
Voter 4062,1,-1,0,0,-1,2,1,-1,-1,1,1,Benoît Hamon
Voter 32544,-1,-1,-1,-1,-1,2,-1,-1,0,1,-1,Jean-Luc Mélenchon
Voter 29921,2,-1,0,-1,0,1,0,-1,0,2,2,Jean-Luc Mélenchon
Voter 29796,0,0,0,0,-1,-1,0,-1,-1,1,0,Jean-Luc Mélenchon
Voter 36867,-1,0,-1,-1,-1,2,-1,-1,1,-1,1,Benoît Hamon
Voter 7062,1,-1,-1,-1,-1,2,-1,-1,1,2,0,Benoît Hamon
Voter 2719,-1,-1,-1,-1,2,1,1,0,2,1,-1,Emmanuel Macron
Voter 854,-1,-1,-1,-1,0,0,-1,-1,2,1,0,Emmanuel Macron
Voter 20577,1,0,0,0,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 29000,0,-1,-1,0,-1,1,-1,-1,1,0,0,Emmanuel Macron
Voter 30583,0,,,,,2,1,,-1,2,1,Benoît Hamon
Voter 10074,-1,-1,-1,0,0,0,-1,-1,2,2,-1,incertitude
Voter 25566,0,-1,0,-1,-1,2,1,-1,2,2,1,Emmanuel Macron
Voter 1154,1,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 15248,-1,-1,-1,0,-1,2,-1,-1,2,1,-1,Benoît Hamon
Voter 25334,1,0,0,-1,-1,1,0,-1,0,1,2,incertitude
Voter 24721,0,-1,-1,-1,-1,0,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 1661,,2,,,,,,,,1,,François Asselineau
Voter 36299,,,,,-1,0,,-1,1,0,,Emmanuel Macron
Voter 23906,,,,,,2,,,0,1,1,Benoît Hamon
Voter 15152,1,0,0,-1,-1,-1,0,-1,1,1,1,Emmanuel Macron
Voter 22847,1,0,0,0,0,2,0,0,1,2,0,Benoît Hamon
Voter 1931,0,,,0,,2,0,,,2,0,Benoît Hamon
Voter 19432,2,0,0,0,-1,2,2,-1,1,2,2,blanc
Voter 4345,1,-1,-1,-1,-1,1,-1,-1,1,0,1,incertitude
Voter 27392,0,-1,-1,-1,0,1,1,-1,2,-1,-1,Emmanuel Macron
Voter 20640,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,incertitude
Voter 37537,,,,2,1,,,,1,2,,
Voter 8514,,-1,,,,2,,,1,1,,Benoît Hamon
Voter 19711,1,,,,,2,0,-1,,2,1,Jean-Luc Mélenchon
Voter 23630,0,0,-1,-1,-1,1,-1,-1,1,1,1,Jean-Luc Mélenchon
Voter 24902,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,incertitude
Voter 7185,1,-1,-1,-1,-1,2,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 19153,1,0,0,-1,-1,2,-1,-1,0,1,2,Benoît Hamon
Voter 16475,-1,0,-1,0,2,-1,1,0,-1,-1,-1,incertitude
Voter 16967,0,-1,-1,-1,0,2,-1,-1,1,0,1,Benoît Hamon
Voter 32824,1,1,1,-1,-1,2,1,-1,-1,2,1,abstention
Voter 1314,2,-1,0,-1,-1,2,0,-1,0,2,2,Jean-Luc Mélenchon
Voter 29036,1,-1,0,0,-1,1,0,,-1,2,-1,Jean-Luc Mélenchon
Voter 12433,0,0,1,0,-1,1,0,1,2,1,2,Philippe Poutou
Voter 23946,1,-1,-1,0,-1,2,1,-1,0,1,0,Benoît Hamon
Voter 18776,0,-1,-1,0,0,2,-1,-1,1,1,0,Benoît Hamon
Voter 26288,0,0,1,0,-1,1,0,-1,2,2,0,Emmanuel Macron
Voter 12413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,abstention
Voter 27186,-1,-1,-1,-1,-1,1,-1,-1,2,0,0,Emmanuel Macron
Voter 19755,0,0,-1,-1,-1,0,0,-1,-1,1,0,Jean-Luc Mélenchon
Voter 12005,-1,-1,0,1,0,1,-1,-1,2,-1,0,Emmanuel Macron
Voter 8622,,,,,0,1,,,2,0,,Emmanuel Macron
Voter 22416,-1,-1,-1,-1,2,-1,-1,0,2,-1,-1,Emmanuel Macron
Voter 15169,-1,-1,0,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 8023,0,0,0,-1,-1,2,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 1828,0,-1,-1,,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 809,0,-1,-1,-1,0,2,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 15485,1,-1,-1,-1,-1,1,-1,-1,0,2,1,Jean-Luc Mélenchon
Voter 21309,-1,-1,-1,0,0,2,0,-1,1,1,-1,Benoît Hamon
Voter 17883,0,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 19472,0,,,,,2,,,,0,0,Jean-Luc Mélenchon
Voter 12020,1,-1,0,0,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 20745,0,-1,0,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 5868,0,-1,-1,-1,-1,2,-1,-1,1,0,0,Benoît Hamon
Voter 8934,1,-1,-1,-1,-1,0,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 18014,-1,0,-1,0,-1,2,2,-1,1,2,1,Jean-Luc Mélenchon
Voter 4604,0,-1,-1,-1,-1,2,0,-1,1,1,1,Benoît Hamon
Voter 21393,1,,,,,2,0,,0,2,1,Jean-Luc Mélenchon
Voter 20985,2,-1,-1,-1,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 32430,2,-1,0,-1,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 30078,0,-1,0,-1,-1,0,0,1,-1,2,0,Jean-Luc Mélenchon
Voter 15488,0,0,0,-1,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 26533,1,,,,,2,,,1,2,,Benoît Hamon
Voter 6539,-1,-1,-1,-1,0,0,-1,-1,2,0,-1,Emmanuel Macron
Voter 34455,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 29238,1,-1,-1,-1,0,2,-1,-1,0,2,1,Benoît Hamon
