################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Evaluation Voting 0/1/2.
# Format: CSV with header
#
# Participants were asked to give a score to each candidate, on the scale (0,1,2).
# If the score is empty, it means that the voter did not evaluate the candidate (means
# the least score).
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 19113,0,0,0,1,1,0,1,0,2,1,0,Emmanuel Macron
Voter 1651,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 33286,0,0,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 16051,,,,,2,,,,1,,,François Fillon
Voter 5092,1,,,,,2,,,,,1,Benoît Hamon
Voter 31057,,,1,2,,,2,1,,2,,abstention
Voter 29040,,,,,1,2,1,,1,1,0,Benoît Hamon
Voter 25290,0,0,0,0,0,0,0,0,1,2,0,Jean-Luc Mélenchon
Voter 22350,,,,,,2,,,,2,1,Jean-Luc Mélenchon
Voter 7606,1,0,1,1,0,2,1,0,0,2,1,Benoît Hamon
Voter 8352,0,0,0,1,1,1,0,0,2,0,1,incertitude
Voter 8262,,,,,,1,,,2,,,Emmanuel Macron
Voter 6111,0,0,0,0,0,2,0,0,0,2,0,Jean-Luc Mélenchon
Voter 27746,0,0,0,0,0,1,2,0,1,1,0,Jean-Luc Mélenchon
Voter 18146,0,0,0,0,0,2,0,0,2,1,1,Benoît Hamon
Voter 30694,,,,,,2,1,,1,1,,Benoît Hamon
Voter 27452,0,2,2,1,0,1,1,0,0,2,0,Jean-Luc Mélenchon
Voter 29190,1,1,1,2,1,0,2,2,1,0,0,Nicolas Dupont-Aignan
Voter 28397,2,0,0,0,0,1,0,0,0,1,1,
Voter 3557,,,,,,2,,,,2,1,Jean-Luc Mélenchon
Voter 23034,1,0,0,0,0,1,0,0,0,2,1,incertitude
Voter 9265,0,0,1,0,0,2,0,0,1,0,0,Benoît Hamon
Voter 16842,0,1,0,0,0,0,0,0,0,2,1,Jean-Luc Mélenchon
Voter 30613,0,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 3473,1,0,0,0,0,1,0,0,0,1,2,Philippe Poutou
Voter 6799,1,0,1,0,0,2,1,0,1,2,1,Jean-Luc Mélenchon
Voter 9194,1,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 14679,1,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 17280,1,1,2,1,0,1,1,0,0,2,2,Jean-Luc Mélenchon
Voter 20580,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 28565,,,,,,2,,,1,2,1,Benoît Hamon
Voter 28557,1,0,0,0,0,1,0,0,0,2,1,non inscrit
Voter 13520,0,0,0,0,1,1,0,0,2,1,0,Emmanuel Macron
Voter 3988,1,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 13008,0,0,0,0,0,0,0,0,0,0,1,abstention
Voter 37264,1,0,1,0,0,2,2,0,1,2,2,Jean-Luc Mélenchon
Voter 18240,1,0,0,1,0,2,1,0,0,2,1,Jean-Luc Mélenchon
Voter 12465,0,0,0,1,1,0,0,0,1,1,0,blanc
Voter 19965,,,,0,,0,0,,,1,1,blanc
Voter 11987,1,1,0,0,0,1,,0,0,2,2,Jean-Luc Mélenchon
Voter 37637,1,0,1,0,0,2,0,0,0,2,1,
Voter 9666,1,0,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 27317,1,0,0,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 30826,1,2,0,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 9820,1,0,1,0,0,2,0,0,1,2,1,Benoît Hamon
Voter 8122,,,,,,2,,,,2,,Benoît Hamon
Voter 15824,0,0,0,0,0,2,0,0,2,1,1,Emmanuel Macron
Voter 10534,1,0,0,0,0,2,0,0,0,2,1,Benoît Hamon
Voter 7450,,1,,2,0,1,,2,0,2,,Jean-Luc Mélenchon
Voter 3680,1,1,1,,,2,,,,2,1,Jean-Luc Mélenchon
Voter 32048,,,,1,,2,0,0,1,2,1,abstention
Voter 21539,1,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 33220,1,0,1,1,0,2,0,0,0,2,2,Jean-Luc Mélenchon
Voter 2819,0,0,0,0,0,1,1,0,2,0,0,Emmanuel Macron
Voter 19383,1,0,0,0,0,2,1,0,0,2,2,Benoît Hamon
Voter 21640,0,0,0,0,1,2,0,0,2,0,0,Emmanuel Macron
Voter 1084,0,0,0,0,0,1,0,0,1,1,0,Benoît Hamon
Voter 6726,1,0,1,0,0,0,1,0,0,2,1,Jean-Luc Mélenchon
Voter 4063,1,0,0,0,0,2,0,0,0,2,1,Benoît Hamon
Voter 1816,,,,,2,,,,2,,,incertitude
Voter 26125,0,0,0,0,0,2,0,0,1,0,0,Benoît Hamon
Voter 27858,1,0,1,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 8279,1,0,0,1,0,2,1,0,0,2,2,blanc
Voter 21440,1,0,1,0,0,2,1,0,2,1,1,Emmanuel Macron
Voter 9422,,,,,,,,2,,1,,Marine Le Pen
Voter 13382,1,0,0,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 5253,1,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 12215,0,0,0,0,2,1,0,0,1,2,0,François Fillon
Voter 8090,0,0,0,0,0,2,0,0,0,1,0,Benoît Hamon
Voter 3888,0,0,0,0,0,1,0,0,0,2,0,Jean-Luc Mélenchon
Voter 11870,2,0,0,1,0,2,0,0,2,1,1,Emmanuel Macron
Voter 19968,1,0,0,0,0,2,0,0,1,2,1,Jean-Luc Mélenchon
Voter 4084,0,0,0,0,0,2,0,0,2,1,0,Emmanuel Macron
Voter 14016,,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 18920,0,0,0,0,0,2,1,0,1,2,1,Jean-Luc Mélenchon
Voter 12425,,,,,,,2,1,,,,Jean-Luc Mélenchon
Voter 16770,0,0,0,0,1,0,0,1,2,0,0,Emmanuel Macron
Voter 21343,1,0,1,0,0,2,1,0,1,2,2,Benoît Hamon
Voter 13149,1,0,0,0,0,1,0,0,0,2,2,Philippe Poutou
Voter 37638,1,,,,,,,,2,,,
Voter 28491,,,,,,2,,,2,1,,Emmanuel Macron
Voter 33732,1,2,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 23021,0,0,0,0,0,1,0,0,0,2,0,Jean-Luc Mélenchon
Voter 9101,0,0,1,0,0,1,0,0,2,2,2,Jean-Luc Mélenchon
Voter 13097,1,,,0,0,2,,0,0,1,2,incertitude
Voter 25331,,,,,,2,,,1,2,,Jean-Luc Mélenchon
Voter 22826,1,0,0,0,0,2,1,0,2,2,1,Emmanuel Macron
Voter 27244,2,1,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 146,1,0,0,0,0,2,0,0,1,2,1,Benoît Hamon
Voter 29965,1,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 5909,0,0,1,0,0,1,0,0,2,2,0,Jean-Luc Mélenchon
Voter 33479,2,,,,,2,,,,2,2,Jean-Luc Mélenchon
Voter 24973,,,,,0,1,,,,2,,Jean-Luc Mélenchon
Voter 36894,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 22953,0,1,1,1,0,2,1,0,1,2,1,Jean-Luc Mélenchon
Voter 14047,1,0,0,0,0,1,0,0,1,1,2,ne se prononce pas
Voter 24682,,,,,1,,,,2,,,Emmanuel Macron
Voter 14691,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 26847,0,0,0,1,0,1,1,0,1,0,0,blanc
Voter 11908,0,0,0,0,1,1,0,0,2,0,0,Emmanuel Macron
Voter 31005,0,,,,2,1,,1,2,1,0,François Fillon
Voter 27624,0,0,0,0,0,2,0,0,1,2,0,Jean-Luc Mélenchon
Voter 2508,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 1561,,,,,1,1,,,2,,,Emmanuel Macron
Voter 34477,0,0,0,0,0,0,0,0,0,2,0,Jean-Luc Mélenchon
Voter 75,,,,1,,,,2,,1,,Marine Le Pen
Voter 2109,1,2,0,0,0,0,2,0,0,1,1,François Asselineau
Voter 19790,1,0,1,0,0,0,1,0,0,2,1,Jean-Luc Mélenchon
Voter 36481,0,0,0,0,0,2,0,0,1,2,1,Jean-Luc Mélenchon
Voter 4906,1,0,0,0,0,1,0,0,1,2,1,Jean-Luc Mélenchon
Voter 26556,1,0,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 25668,1,,,,,2,,,0,1,1,Benoît Hamon
Voter 1773,,,,,0,2,,,1,1,,Benoît Hamon
Voter 712,0,0,0,0,0,0,0,0,0,2,0,Jean-Luc Mélenchon
Voter 37639,0,0,0,0,1,1,1,0,1,1,0,
Voter 26111,,,,,2,,,,2,,,François Fillon
Voter 27761,0,0,0,0,0,0,1,0,0,2,0,Jean-Luc Mélenchon
Voter 11082,0,0,0,0,0,1,0,0,1,,0,incertitude
Voter 1413,,,,,,2,,,1,1,,Benoît Hamon
Voter 3973,1,0,0,0,0,1,0,0,0,2,0,Jean-Luc Mélenchon
Voter 4671,2,0,1,0,0,1,0,0,1,2,2,Jean-Luc Mélenchon
Voter 25819,0,0,0,0,0,2,0,0,1,0,0,Emmanuel Macron
Voter 14859,1,2,0,0,0,2,1,0,0,1,1,François Asselineau
Voter 6633,1,0,0,0,0,2,0,0,0,1,1,blanc
Voter 31118,0,0,0,0,1,0,0,0,2,0,0,Emmanuel Macron
Voter 32506,1,0,0,0,0,2,1,0,0,2,1,Benoît Hamon
Voter 1446,1,0,0,1,0,2,0,0,1,2,1,incertitude
Voter 25714,0,0,0,0,1,0,1,0,1,1,0,François Fillon
Voter 20169,,,,,,2,,,0,1,2,Benoît Hamon
Voter 23551,1,0,1,0,1,2,0,0,2,1,1,Emmanuel Macron
Voter 32833,0,0,0,0,1,2,0,0,2,1,0,Emmanuel Macron
Voter 12917,0,0,0,0,0,1,0,0,2,1,1,Emmanuel Macron
Voter 21313,,,,,,1,,,2,,1,Emmanuel Macron
Voter 10750,1,0,0,0,0,1,1,0,0,2,1,Jean-Luc Mélenchon
Voter 19272,,2,0,0,1,0,2,2,0,0,0,Marine Le Pen
Voter 12995,,2,,2,1,,,2,,,,blanc
Voter 13627,1,0,0,0,0,2,0,0,1,1,1,Benoît Hamon
Voter 9405,0,2,0,2,0,0,0,2,1,0,0,Nicolas Dupont-Aignan
Voter 8293,0,,1,0,,1,0,,1,,0,Emmanuel Macron
Voter 34851,1,0,0,0,1,2,1,0,1,0,0,Emmanuel Macron
Voter 26413,,,,1,,,,1,1,1,,Marine Le Pen
Voter 24002,1,0,0,1,0,2,1,0,1,2,2,Jean-Luc Mélenchon
Voter 16036,0,0,0,0,0,1,0,0,2,0,0,Emmanuel Macron
Voter 11419,2,0,0,,0,2,0,0,0,1,2,incertitude
Voter 30092,1,0,0,0,0,2,0,0,1,2,1,Benoît Hamon
Voter 21614,1,0,0,1,0,1,0,0,1,2,1,Jean-Luc Mélenchon
Voter 26620,0,1,1,0,0,,,2,1,0,0,Marine Le Pen
Voter 19616,0,0,1,1,0,2,1,0,0,2,1,abstention
Voter 9759,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 19948,,1,,,2,,,2,,,,François Fillon
Voter 22158,0,0,0,0,0,2,0,0,1,1,1,Emmanuel Macron
Voter 14287,1,0,0,0,0,1,0,0,2,1,1,Emmanuel Macron
Voter 2047,0,1,0,0,0,2,0,0,1,2,0,Jean-Luc Mélenchon
Voter 13071,1,0,0,0,0,2,0,0,2,2,1,Benoît Hamon
Voter 19485,0,0,0,0,1,2,1,0,2,1,0,Emmanuel Macron
Voter 6309,1,0,0,0,0,0,0,0,0,1,1,incertitude
Voter 4049,0,0,0,0,0,2,0,0,1,2,0,Benoît Hamon
Voter 33129,0,0,0,0,0,2,0,0,1,2,1,Benoît Hamon
Voter 7500,0,1,0,2,0,0,1,2,0,1,1,incertitude
Voter 3301,,,,,1,2,1,0,2,1,,Emmanuel Macron
Voter 8342,1,0,0,0,0,2,0,0,0,0,1,ne se prononce pas
Voter 270,0,1,0,0,0,0,0,0,2,1,0,incertitude
Voter 4498,,,,,,2,,,1,1,,Benoît Hamon
Voter 23113,1,,,,0,1,,0,0,2,1,Jean-Luc Mélenchon
Voter 20614,0,1,1,1,0,0,1,1,0,2,1,Jean-Luc Mélenchon
Voter 18321,,0,,,0,2,,0,1,2,,Benoît Hamon
Voter 34703,,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 10403,,,,,2,,,1,2,1,,François Fillon
Voter 18019,0,0,0,0,2,0,0,0,1,1,0,François Fillon
Voter 17807,1,0,0,0,0,2,0,0,1,1,2,Benoît Hamon
Voter 6016,0,0,0,2,2,0,1,1,0,0,0,Nicolas Dupont-Aignan
Voter 8670,1,0,1,1,0,0,2,0,0,2,1,Jean-Luc Mélenchon
Voter 6572,,,,,2,,,,,,,François Fillon
Voter 12481,0,0,0,0,2,1,1,0,2,1,0,Emmanuel Macron
Voter 28328,0,0,0,1,2,1,1,0,2,0,0,Emmanuel Macron
Voter 8952,,,,,0,1,,0,0,2,,Jean-Luc Mélenchon
Voter 24642,0,0,1,2,2,0,1,0,2,0,0,incertitude
Voter 16100,,,,,2,,,,1,,,François Fillon
Voter 15530,1,,,,,,1,,,1,2,incertitude
Voter 9662,,,,,0,1,0,0,2,2,1,Emmanuel Macron
Voter 14959,0,0,0,0,0,2,0,0,2,1,1,Emmanuel Macron
Voter 15713,0,0,0,0,0,0,0,0,2,1,0,Emmanuel Macron
Voter 3941,1,0,0,0,0,1,0,0,2,2,1,incertitude
Voter 28471,1,1,1,1,0,2,1,0,1,2,1,Benoît Hamon
Voter 37640,0,0,0,0,0,1,1,0,0,2,1,
Voter 2648,2,0,0,0,0,1,1,0,0,2,1,abstention
Voter 26557,0,0,1,1,2,0,1,0,2,0,0,ne se prononce pas
Voter 34420,,,1,,1,2,,,2,,1,Emmanuel Macron
Voter 27963,2,1,0,0,0,0,0,0,0,2,2,Jean-Luc Mélenchon
Voter 18652,0,0,0,0,0,1,0,0,0,2,1,non inscrit
Voter 34385,2,1,1,0,0,0,0,0,0,2,2,Jean-Luc Mélenchon
Voter 13014,0,0,0,0,0,2,0,0,2,0,0,incertitude
Voter 18582,2,1,,,,,,,,2,2,Nathalie Arthaud
Voter 14326,1,1,1,1,0,1,1,0,1,1,1,incertitude
Voter 26332,0,0,1,0,0,2,0,0,2,0,1,Emmanuel Macron
Voter 20384,1,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 13862,0,0,0,0,0,2,0,0,1,1,1,Benoît Hamon
Voter 1556,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 391,1,,,,,1,,,,2,2,Jean-Luc Mélenchon
Voter 14910,0,0,0,0,1,0,0,0,2,0,0,Emmanuel Macron
Voter 26324,1,0,1,0,0,2,1,0,2,2,1,incertitude
Voter 20437,0,1,0,2,1,0,1,2,0,0,0,Marine Le Pen
Voter 2953,0,0,0,0,0,2,0,0,0,1,1,Benoît Hamon
Voter 27253,2,0,1,0,0,1,1,0,0,2,2,Jean-Luc Mélenchon
Voter 3461,1,2,0,0,0,1,1,2,0,1,0,Marine Le Pen
Voter 26416,0,0,0,0,0,1,1,0,1,2,0,Jean-Luc Mélenchon
Voter 16448,,,,1,2,,,,,,,François Fillon
Voter 1835,,,,,,2,,,,1,,Benoît Hamon
Voter 5419,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 20104,2,0,0,0,0,2,0,0,1,2,2,Jean-Luc Mélenchon
Voter 12038,0,0,0,0,0,2,0,0,0,0,0,Benoît Hamon
Voter 142,2,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 16175,0,0,0,0,2,0,0,1,1,0,0,François Fillon
Voter 14658,,,,,,2,,,1,2,1,Jean-Luc Mélenchon
Voter 29247,1,0,0,0,0,2,0,0,0,2,1,Benoît Hamon
Voter 9502,,,,,,2,,,2,1,,Emmanuel Macron
Voter 3786,,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 7806,0,0,0,1,0,2,0,0,1,1,0,Benoît Hamon
Voter 16730,0,0,0,2,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 35352,0,0,0,0,1,1,0,0,1,0,0,blanc
Voter 22687,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 28981,0,0,0,0,0,2,0,0,1,2,1,Benoît Hamon
Voter 260,1,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 1469,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 16576,2,,,,,1,,,,1,2,Philippe Poutou
Voter 22284,0,0,0,0,0,1,0,0,1,2,1,incertitude
Voter 19903,,,,1,2,,,1,,,,François Fillon
Voter 12863,0,0,0,0,1,1,0,0,2,1,0,incertitude
Voter 14478,0,0,0,0,0,2,0,0,0,2,0,Jean-Luc Mélenchon
Voter 2132,1,,,,,2,,,,1,1,Benoît Hamon
Voter 36828,1,,,,,2,,,,2,1,Jean-Luc Mélenchon
Voter 14585,0,0,0,0,0,1,0,0,2,0,0,Emmanuel Macron
Voter 24373,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 5819,2,0,0,0,0,2,0,0,0,2,2,Jean-Luc Mélenchon
Voter 30331,0,0,0,0,0,1,0,0,2,1,0,Emmanuel Macron
Voter 12372,0,0,0,0,0,2,0,0,2,1,1,Emmanuel Macron
Voter 7455,2,0,0,0,0,1,1,0,0,2,2,Jean-Luc Mélenchon
Voter 8517,0,0,0,0,0,2,0,0,0,1,1,Benoît Hamon
Voter 7322,,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 22890,1,0,0,0,0,1,1,0,2,1,1,Emmanuel Macron
Voter 3130,1,,,,,2,,,1,2,1,Jean-Luc Mélenchon
Voter 5173,0,0,0,0,1,1,0,0,1,2,0,Jean-Luc Mélenchon
Voter 19181,1,0,0,0,0,2,0,0,1,1,1,Benoît Hamon
Voter 19822,1,0,0,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 8065,0,0,0,0,0,1,0,0,2,1,0,Emmanuel Macron
Voter 33570,1,0,0,1,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 18693,1,0,0,0,1,0,0,0,2,1,1,Emmanuel Macron
Voter 7004,0,0,0,0,0,0,0,0,2,0,0,Emmanuel Macron
Voter 2040,0,0,0,0,0,1,0,0,2,2,0,Emmanuel Macron
Voter 11298,1,0,0,0,0,1,1,0,1,2,1,Jean-Luc Mélenchon
Voter 25700,0,0,0,1,0,2,0,0,1,2,0,Benoît Hamon
Voter 25307,1,0,1,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 21724,2,2,0,0,0,1,2,0,0,2,2,Jean-Luc Mélenchon
Voter 28822,0,1,1,1,0,1,0,0,2,0,0,Emmanuel Macron
Voter 5271,0,,0,0,0,0,0,0,1,1,0,Jean-Luc Mélenchon
Voter 11792,,,,,,1,,,2,2,,Jean-Luc Mélenchon
Voter 7571,,,,,1,,,,2,,,Emmanuel Macron
Voter 4557,0,0,0,0,0,1,0,0,1,1,0,Emmanuel Macron
Voter 28260,,,,,0,2,,0,1,2,1,Jean-Luc Mélenchon
Voter 15085,0,0,1,0,0,1,2,0,0,2,2,blanc
Voter 4285,1,0,0,0,0,2,1,0,1,1,2,Benoît Hamon
Voter 24207,0,0,0,1,2,1,0,0,1,1,0,François Fillon
Voter 29519,1,0,1,0,0,1,0,0,,2,2,abstention
Voter 1079,1,1,0,0,0,2,0,0,0,2,1,Benoît Hamon
Voter 28850,0,1,0,2,2,0,0,2,2,0,0,François Fillon
Voter 18053,0,1,0,2,2,1,0,1,0,1,0,incertitude
Voter 9389,0,0,0,0,0,2,0,0,2,1,0,incertitude
Voter 6128,0,0,0,0,2,0,0,0,2,0,0,ne se prononce pas
Voter 18830,,,,,2,,,,2,,,François Fillon
Voter 6157,,,,,,2,,,1,1,,Benoît Hamon
Voter 4812,1,0,0,0,0,2,1,0,2,1,1,incertitude
Voter 2200,1,0,0,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 16527,0,0,0,0,1,1,0,0,2,1,0,Emmanuel Macron
Voter 14401,0,0,0,,1,2,0,0,1,1,,Benoît Hamon
Voter 14141,0,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 27395,0,2,0,0,0,1,1,0,0,2,0,incertitude
Voter 8366,1,0,0,0,0,2,0,0,0,2,1,Benoît Hamon
Voter 2085,,,,,1,2,,,2,,,Benoît Hamon
Voter 19619,1,,,,,2,1,,,1,1,Benoît Hamon
Voter 12119,0,0,0,1,2,0,0,0,0,0,0,François Fillon
Voter 2434,1,0,0,0,0,2,0,0,1,1,1,Benoît Hamon
Voter 20553,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 26653,0,1,0,1,2,1,0,0,1,0,0,François Fillon
Voter 24391,0,0,0,0,1,0,1,1,0,1,0,blanc
Voter 17490,,,,2,,2,,,,2,,Jean-Luc Mélenchon
Voter 14219,,1,,,,1,,,0,2,,Jean-Luc Mélenchon
Voter 8992,1,0,1,0,0,1,0,0,2,0,1,Emmanuel Macron
Voter 21033,1,1,0,0,0,1,1,0,0,2,1,Jean-Luc Mélenchon
Voter 9192,0,1,0,1,0,0,1,2,0,0,0,Marine Le Pen
Voter 11948,0,0,0,0,0,1,1,0,0,2,2,Philippe Poutou
Voter 12931,,0,0,0,1,0,0,0,2,1,0,Emmanuel Macron
Voter 17865,0,0,0,1,0,0,0,1,0,1,0,Jean-Luc Mélenchon
Voter 19396,0,0,0,0,0,2,0,0,0,1,1,Benoît Hamon
Voter 35762,0,0,0,0,0,1,0,0,2,1,0,Emmanuel Macron
Voter 17853,0,0,0,0,0,1,0,0,2,2,0,Jean-Luc Mélenchon
Voter 1140,0,0,0,0,0,0,0,0,0,0,0,blanc
Voter 28997,,,,,,2,,,1,2,,Jean-Luc Mélenchon
Voter 2083,1,,,,,2,,,,1,1,Benoît Hamon
Voter 26609,1,0,0,0,0,2,0,0,1,2,1,Jean-Luc Mélenchon
Voter 3438,,,,,2,1,1,,2,,,Emmanuel Macron
Voter 29875,0,0,0,0,0,0,0,0,1,1,0,Jean-Luc Mélenchon
Voter 17247,0,0,0,0,1,1,0,0,2,1,0,Emmanuel Macron
Voter 1275,0,0,1,1,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 17924,,,,,,2,,,,2,,Jean-Luc Mélenchon
Voter 32713,2,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 12869,1,2,1,1,0,1,1,0,1,2,1,François Asselineau
Voter 18044,1,0,0,0,0,0,0,0,0,2,2,Jean-Luc Mélenchon
Voter 5414,1,0,1,0,0,2,0,0,1,2,2,Benoît Hamon
Voter 7988,0,0,0,0,0,1,1,0,2,1,0,Emmanuel Macron
Voter 23005,1,0,1,0,0,2,1,0,1,2,1,Jean-Luc Mélenchon
Voter 8907,1,0,0,0,0,1,0,0,0,2,2,Jean-Luc Mélenchon
Voter 11370,1,1,1,2,0,1,1,0,1,2,1,Nicolas Dupont-Aignan
Voter 1388,1,0,1,0,0,2,1,0,0,2,1,Jean-Luc Mélenchon
Voter 3400,1,0,0,0,0,2,0,0,2,1,1,Emmanuel Macron
Voter 32238,,,,,,2,,,1,1,,Benoît Hamon
Voter 19768,1,0,0,0,0,2,0,0,1,1,1,Benoît Hamon
Voter 5528,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 15860,1,0,1,0,0,2,0,0,0,2,0,Jean-Luc Mélenchon
Voter 33842,0,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 30644,1,0,1,0,0,2,1,0,0,2,2,Jean-Luc Mélenchon
Voter 29087,0,0,0,0,1,1,0,0,2,1,0,Emmanuel Macron
Voter 13877,0,0,0,0,0,1,0,0,2,2,0,incertitude
Voter 22182,0,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 27668,0,0,1,1,0,2,0,0,1,1,0,Benoît Hamon
Voter 11518,1,0,0,0,0,2,0,0,1,2,0,Emmanuel Macron
Voter 33285,1,1,1,0,0,2,1,0,0,2,1,Jean-Luc Mélenchon
Voter 13781,0,0,0,0,0,1,0,0,1,1,0,incertitude
Voter 7772,0,0,0,1,0,1,1,0,2,2,1,Emmanuel Macron
Voter 20274,0,0,0,0,0,2,0,0,0,2,0,Jean-Luc Mélenchon
Voter 12891,,,,,,1,,,2,1,,Emmanuel Macron
Voter 23568,1,0,0,0,0,2,0,0,1,2,1,Jean-Luc Mélenchon
Voter 8082,1,0,0,0,0,1,0,0,1,2,1,Jean-Luc Mélenchon
Voter 18976,1,0,0,0,0,2,0,0,0,2,2,Jean-Luc Mélenchon
Voter 9983,,,,,,2,,,2,1,,Benoît Hamon
Voter 8760,1,0,0,0,0,2,1,0,1,2,1,Jean-Luc Mélenchon
Voter 30454,,,,,1,1,,0,1,2,,Jean-Luc Mélenchon
Voter 19797,0,0,,0,0,2,0,0,0,2,1,Jean-Luc Mélenchon
Voter 10661,0,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 26276,0,0,0,1,0,1,0,0,1,0,0,Emmanuel Macron
Voter 21344,0,0,0,0,0,2,0,0,1,2,0,
Voter 8775,1,0,0,0,0,2,0,0,1,1,0,Benoît Hamon
Voter 15781,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 28799,1,,,,,1,1,,,2,2,Jean-Luc Mélenchon
Voter 24309,1,1,0,1,0,0,1,2,0,1,2,Marine Le Pen
Voter 5593,,0,0,0,0,2,0,0,0,1,1,Benoît Hamon
Voter 16080,0,0,0,0,0,2,1,0,2,0,0,Emmanuel Macron
Voter 7945,0,0,0,1,0,1,0,0,2,1,0,Emmanuel Macron
Voter 8717,1,,,,,1,,,,2,1,Jean-Luc Mélenchon
Voter 24344,0,2,0,1,0,1,1,0,0,2,1,Jean-Luc Mélenchon
