################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Borda 4.
# Format: CSV with header
#
# Participants were asked to rank exactly 4 candidates. Meaning of the scores:
# 11 = first / 10 = second / 9 = third / 8 = fourth / nothing = not ranked
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 1198,,,,8,,,,,11,10,9,Philippe Poutou
Voter 19627,,,,,,11,,,8,10,9,Benoît Hamon
Voter 7972,,,9,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 15418,,,,9,11,8,,,10,,,incertitude
Voter 24002,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 35376,,,8,,,11,,,,9,10,Benoît Hamon
Voter 8697,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 29639,,,,,,11,,,9,10,8,Benoît Hamon
Voter 2287,8,,,,,11,,,10,,9,Benoît Hamon
Voter 8209,,,,,,10,9,,,11,8,Jean-Luc Mélenchon
Voter 14342,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 17953,,9,,,,11,,,,10,8,incertitude
Voter 12785,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 6986,,,,,9,8,,,11,10,,Emmanuel Macron
Voter 37047,,,,,,11,,,10,9,8,Emmanuel Macron
Voter 2513,,,,,,8,10,,11,9,,Emmanuel Macron
Voter 2047,,8,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 12979,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 10840,,,8,9,,,,,11,10,,Emmanuel Macron
Voter 19471,,,,,11,8,,9,10,,,incertitude
Voter 22747,10,,,,,8,,,,11,9,Jean-Luc Mélenchon
Voter 25527,,,8,,,11,,,10,9,,Benoît Hamon
Voter 25198,,,,,,11,,,8,10,9,Benoît Hamon
Voter 22275,9,,8,,,10,,,,,11,Jean-Luc Mélenchon
Voter 16120,,8,,10,11,,,9,,,,François Fillon
Voter 27779,8,10,,,,,,,,9,11,ne se prononce pas
Voter 4049,,,,,,11,,,9,10,8,Benoît Hamon
Voter 26821,8,,,,,11,,,,10,9,Benoît Hamon
Voter 23279,,,9,,,10,,,11,,8,Emmanuel Macron
Voter 18184,,,,,9,10,8,,11,,,Emmanuel Macron
Voter 33129,,,,,,11,,,9,10,8,Benoît Hamon
Voter 178,9,,,,,10,,,11,8,,Emmanuel Macron
Voter 5317,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 5134,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 432,,9,,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 27147,,,9,,,11,,,10,8,,Emmanuel Macron
Voter 7500,,10,,9,,,,11,,,8,incertitude
Voter 22526,8,,,,,10,,,11,9,,Emmanuel Macron
Voter 26269,,,,,,10,8,,,11,9,Jean-Luc Mélenchon
Voter 14181,9,,,,,11,,,8,10,,Benoît Hamon
Voter 21029,,,,,,10,,,9,11,8,non inscrit
Voter 8482,9,,,,,11,,,,10,8,Benoît Hamon
Voter 19279,,,,,,11,8,,,10,9,Jean-Luc Mélenchon
Voter 26208,8,,,,,11,,,,10,9,Benoît Hamon
Voter 16571,,8,,10,,,,,9,11,,Jean-Luc Mélenchon
Voter 34289,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 270,,10,,8,,,,,11,9,,incertitude
Voter 20103,,8,,,10,9,,,11,,,Emmanuel Macron
Voter 6163,,10,,,,9,,,,11,8,Jean-Luc Mélenchon
Voter 305,11,,,,,8,,,,9,10,Jean-Luc Mélenchon
Voter 17873,,,,,,11,8,,10,9,,Benoît Hamon
Voter 25269,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 10403,,8,,,11,,,9,10,,,François Fillon
Voter 29955,,,,8,,10,,,,11,9,Jean-Luc Mélenchon
Voter 8338,,,,8,10,,,,11,,9,incertitude
Voter 16260,,,,,,9,10,,11,,8,Emmanuel Macron
Voter 17807,,,,,,11,,,8,9,10,Benoît Hamon
Voter 4106,,,,,,11,9,,10,8,,Jean Lassalle
Voter 37492,8,,,,,9,,,,11,10,
Voter 28722,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 8369,,,,,9,,10,,11,8,,blanc
Voter 6572,,,8,10,11,,9,,,,,François Fillon
Voter 15846,,,,,,10,9,,,11,8,Jean-Luc Mélenchon
Voter 6790,,,,,,11,8,,,10,9,incertitude
Voter 8932,9,,,,,11,,,,10,8,Benoît Hamon
Voter 28328,,,,8,10,9,,,11,,,Emmanuel Macron
Voter 12111,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 24410,,,,,,11,8,,,10,9,Benoît Hamon
Voter 30120,,,,,,10,8,,11,9,,Emmanuel Macron
Voter 12299,,,,,,9,8,,10,11,,Emmanuel Macron
Voter 23995,,11,,10,,,9,,,8,,incertitude
Voter 26328,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 16100,,9,8,,11,,,,10,,,François Fillon
Voter 15530,8,,,,,,9,,,10,11,incertitude
Voter 8518,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 9662,,,,,,9,,,11,10,8,Emmanuel Macron
Voter 13335,,,,,,9,,,10,11,8,incertitude
Voter 34420,,,10,,,9,,,11,,8,Emmanuel Macron
Voter 36511,,11,,,,,,8,9,,10,abstention
Voter 6240,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 27963,10,8,,,,,,,,11,9,Jean-Luc Mélenchon
Voter 19547,,,,,,11,8,,,10,9,Benoît Hamon
Voter 22699,,10,,,,9,8,,,11,,Jean-Luc Mélenchon
Voter 24198,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 15461,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 15099,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 30659,,9,8,,,,,,,11,10,Jean-Luc Mélenchon
Voter 10457,,,,,,9,8,,10,11,,incertitude
Voter 5897,,8,,,,10,,,,11,9,blanc
Voter 6973,,,,8,11,,9,,10,,,François Fillon
Voter 29175,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 24548,,,,,,,8,,9,11,10,Jean-Luc Mélenchon
Voter 29518,9,,,,,,8,,,11,10,Jean-Luc Mélenchon
Voter 27148,,,,,,11,,,9,10,8,Emmanuel Macron
Voter 19384,,,,9,11,,,,10,8,,François Fillon
Voter 18582,10,8,,,,,,,,11,9,Nathalie Arthaud
Voter 14326,8,,,,,10,,,,9,11,incertitude
Voter 18257,8,,,,,11,,,10,9,,Benoît Hamon
Voter 20929,8,,9,,,10,,,,11,,Jean-Luc Mélenchon
Voter 23985,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 22006,,,,,,8,10,,,9,11,ne se prononce pas
Voter 37670,9,,,,,8,,,,11,10,
Voter 3017,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 20617,,,,,,11,8,,,9,10,Benoît Hamon
Voter 30787,,,,,8,11,,,9,10,,Benoît Hamon
Voter 24720,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 22459,,,8,10,,9,,,11,,,incertitude
Voter 20384,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 12226,,,,,,10,8,,11,9,,Emmanuel Macron
Voter 5181,,,,,,9,,,8,11,10,Jean-Luc Mélenchon
Voter 11920,,,,,10,9,,,11,8,,Emmanuel Macron
Voter 2057,,10,,,,8,,,,11,9,Jean-Luc Mélenchon
Voter 27297,,,,9,8,,,,10,11,,Jean-Luc Mélenchon
Voter 3766,,,,8,,9,,,11,10,,Emmanuel Macron
Voter 2473,9,,,,,8,,,,10,11,Jean-Luc Mélenchon
Voter 1897,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 33835,,,,,9,8,10,,11,,,Emmanuel Macron
Voter 15620,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 23618,,9,,10,,,8,,11,,,Nicolas Dupont-Aignan
Voter 26324,,,8,,,10,,,11,9,,incertitude
Voter 13528,,,9,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 33101,,,10,,,11,,,8,9,,Benoît Hamon
Voter 357,8,,,,,11,,,10,9,,incertitude
Voter 24044,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 7579,,,8,,,9,,,10,11,,Emmanuel Macron
Voter 14876,,,,,,10,9,,11,,8,Emmanuel Macron
Voter 1126,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 16448,,,,10,11,,8,,9,,,François Fillon
Voter 24780,10,,,,,8,,,,9,11,abstention
Voter 11299,9,,,,,,8,,,11,10,Jean-Luc Mélenchon
Voter 24206,,9,,11,,,8,10,,,,Nicolas Dupont-Aignan
Voter 16982,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 27308,,,,,11,,8,9,10,,,François Fillon
Voter 23392,,,,,,11,,,8,10,9,Benoît Hamon
Voter 20104,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 33299,10,,,,,11,,,9,8,,Benoît Hamon
Voter 23354,9,,,,,11,,,,10,8,Jean-Luc Mélenchon
Voter 14496,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 4742,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 7888,,,,,,11,,,9,10,8,Benoît Hamon
Voter 142,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 16175,,,,,11,,8,10,9,,,François Fillon
Voter 37495,,,,,10,,,8,9,11,,
Voter 15012,,,,,11,,9,,10,,8,abstention
Voter 24804,,,8,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 16064,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 14044,8,,,,,10,,,,11,9,Benoît Hamon
Voter 25709,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 28969,,,,,,11,,,8,10,9,Benoît Hamon
Voter 6331,,,,,,10,,,11,9,8,incertitude
Voter 20641,,,,10,,,11,,,9,8,
Voter 24167,,,,,,11,,,9,10,8,Benoît Hamon
Voter 2390,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 21906,,,9,,,11,,,8,10,,incertitude
Voter 15044,,,,,,11,,,10,8,9,Benoît Hamon
Voter 1469,,,,,,11,,,10,9,8,Benoît Hamon
Voter 14940,,,,8,,9,,,11,10,,Emmanuel Macron
Voter 5189,,,,,10,8,,,11,9,,blanc
Voter 28998,,,11,10,,8,9,,,,,Nicolas Dupont-Aignan
Voter 22144,,,,8,,11,,,9,10,,blanc
Voter 12863,,,,,10,8,,,11,9,,incertitude
Voter 29420,,,,,10,9,,,11,8,,Emmanuel Macron
Voter 14478,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 2132,8,,,,,11,,,,10,9,Benoît Hamon
Voter 12985,,,,,,9,,,11,8,10,Emmanuel Macron
Voter 24373,,,,,,11,,,10,9,8,Benoît Hamon
Voter 20752,8,,,,,,9,,,11,10,abstention
Voter 20777,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 21905,,,,,,11,,,9,10,8,Benoît Hamon
Voter 21377,,,,,,10,,,8,11,9,blanc
Voter 14617,,,,,,11,,,9,10,8,Benoît Hamon
Voter 27044,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 16677,,,,,,10,8,,9,11,,Jean-Luc Mélenchon
Voter 4050,,,,,,10,,,9,11,8,blanc
Voter 23883,8,11,,10,,,,9,,,,François Asselineau
Voter 37033,,,,,11,8,9,,10,,,Emmanuel Macron
Voter 14254,,,,,,11,,,9,8,10,Benoît Hamon
Voter 24249,,,,9,10,8,,,11,,,Emmanuel Macron
Voter 22001,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 15318,9,8,,,,,,,,11,10,Jean-Luc Mélenchon
Voter 30331,,,,,,10,8,,11,9,,Emmanuel Macron
Voter 12372,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 11251,,,,,,10,,,11,8,9,Emmanuel Macron
Voter 6424,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 7322,,,,9,,10,,,,11,8,Jean-Luc Mélenchon
Voter 22332,,,,,,11,,,9,10,8,Jean-Luc Mélenchon
Voter 22890,,,,,,9,,,11,10,8,Emmanuel Macron
Voter 774,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 9219,,,,,,11,,,8,9,10,Philippe Poutou
Voter 12192,8,,,,,9,,,11,10,,ne se prononce pas
Voter 14483,,,,8,,11,9,,10,,,Benoît Hamon
Voter 34431,,9,,8,,10,,,,11,,Jean-Luc Mélenchon
Voter 7143,,,,,8,11,,,10,9,,Benoît Hamon
Voter 11231,10,,,11,,,8,,9,,,incertitude
Voter 19202,,,,,,11,,,10,8,9,Emmanuel Macron
Voter 19181,,,,,,11,,,8,10,9,Benoît Hamon
Voter 20675,,,,,,10,8,,9,11,,Jean-Luc Mélenchon
Voter 19822,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 24470,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 8231,8,,,,,10,,,9,11,,incertitude
Voter 33570,,,,9,,10,,,,11,8,Jean-Luc Mélenchon
Voter 3250,8,,,,,9,,,,10,11,abstention
Voter 16919,,,8,,,11,,,10,9,,Benoît Hamon
Voter 21687,,,,,,11,,,9,10,8,Emmanuel Macron
Voter 27929,9,,,,,11,,,8,10,,Benoît Hamon
Voter 22943,,,8,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 22494,,,9,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 28664,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 25307,8,,9,,,10,,,,11,,Jean-Luc Mélenchon
Voter 28822,,,8,10,,9,,,11,,,Emmanuel Macron
Voter 6669,,,,8,,9,,,10,11,,Jean-Luc Mélenchon
Voter 5271,,,,,,9,8,,10,11,,Jean-Luc Mélenchon
Voter 9170,8,,,,,9,,,10,11,,Emmanuel Macron
Voter 2548,,,,8,11,,,,10,9,,François Fillon
Voter 31913,,,,8,,9,,,10,11,,Jean-Luc Mélenchon
Voter 29593,,,10,,9,8,,,11,,,Emmanuel Macron
Voter 15085,,,,,,8,9,,,10,11,blanc
Voter 4369,8,,,,,11,,,,10,9,Benoît Hamon
Voter 19778,,,,,,10,8,,,11,9,Jean-Luc Mélenchon
Voter 27113,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 13313,,10,,,,,,,9,11,8,Jean-Luc Mélenchon
Voter 15666,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 11501,,,,,,11,,,8,10,9,Benoît Hamon
Voter 29519,9,,,,,8,,,,11,10,abstention
Voter 5377,8,,,,,9,,,11,10,,Jean-Luc Mélenchon
Voter 36016,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 25285,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 17708,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 9336,,,,9,,,,11,8,10,,Marine Le Pen
Voter 28850,,,,11,10,,,8,9,,,François Fillon
Voter 12127,,,,10,9,8,,,11,,,incertitude
Voter 6913,,,,,,11,8,,10,9,,Benoît Hamon
Voter 12515,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 315,10,,,,,9,,,,8,11,Philippe Poutou
Voter 8723,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 805,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 9389,,,8,,,10,,,11,9,,incertitude
Voter 5455,9,,,,,8,,,,11,10,blanc
Voter 4327,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 18862,,,,,10,9,,,11,8,,Emmanuel Macron
Voter 16550,,,,8,11,9,,,10,,,François Fillon
Voter 7573,,,,11,9,,,,,10,8,blanc
Voter 18830,,,,9,11,8,,,10,,,François Fillon
Voter 6491,,,,,11,,9,10,,8,,François Fillon
Voter 25838,8,,,,,10,,,,9,11,Philippe Poutou
Voter 9294,,,,,,9,,,10,11,8,abstention
Voter 4812,,,,,,10,9,,11,8,,incertitude
Voter 11400,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 27081,,,8,,,11,,,,10,9,non inscrit
Voter 1100,,,9,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 8027,,,,,10,9,,8,11,,,Emmanuel Macron
Voter 10237,,,,,11,,,9,10,8,,abstention
Voter 11136,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 29048,,,,,,10,8,,9,11,,Jean-Luc Mélenchon
Voter 18341,,,,9,,11,,,,10,8,Benoît Hamon
Voter 3195,,,10,8,,11,,,,9,,Benoît Hamon
Voter 20455,,,,,,11,8,,,10,9,Jean-Luc Mélenchon
Voter 18739,,8,,,,11,,,9,10,,Benoît Hamon
Voter 16527,,,,,10,9,,,11,8,,Emmanuel Macron
Voter 14063,,,8,,,10,,,11,9,,Emmanuel Macron
Voter 25052,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 20766,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 1852,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 17194,,,,9,,10,,,11,8,,Emmanuel Macron
Voter 27358,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 21672,9,8,,,,11,,,,,10,Benoît Hamon
Voter 8014,,,,,,11,,,8,10,9,Jean-Luc Mélenchon
Voter 13681,9,,,,,8,,,,11,10,blanc
Voter 14141,,,,,,9,,,8,11,10,Jean-Luc Mélenchon
Voter 23809,10,,,,,,8,,,11,9,Jean-Luc Mélenchon
Voter 27395,,11,,,,9,8,,,10,,incertitude
Voter 8366,8,,,,,11,,,,9,10,Benoît Hamon
Voter 33444,,,,8,,11,,,10,9,,Benoît Hamon
Voter 1449,9,11,,8,,,,,,10,,Jean-Luc Mélenchon
Voter 9714,,,,8,9,,,,11,10,,Emmanuel Macron
Voter 27980,,11,,,,,,10,,9,8,Marine Le Pen
Voter 5516,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 17571,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 37704,,,,,,,,11,8,10,9,
Voter 25155,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 32207,10,,,,,8,,,,11,9,Jean-Luc Mélenchon
Voter 26653,,,,9,11,,,8,10,,,François Fillon
Voter 15684,,,9,,,8,,,10,11,,Emmanuel Macron
Voter 8788,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 14219,,9,,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 25086,8,,,11,,,,,,9,10,blanc
Voter 7697,,,,,,11,,,8,9,10,Benoît Hamon
Voter 21617,,10,,,,9,8,,,11,,Jean-Luc Mélenchon
Voter 31805,,,8,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 18017,8,,,,,11,,,,10,9,Benoît Hamon
Voter 30048,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 19433,,,,,,11,,,10,9,8,Emmanuel Macron
Voter 11948,,,,,,9,8,,,10,11,Philippe Poutou
Voter 1541,,,,,,11,8,,10,9,,
Voter 25419,,,,10,,8,,,11,9,,Emmanuel Macron
Voter 28230,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 8845,,,,,,11,,,10,9,8,Benoît Hamon
Voter 26677,,,,,,9,10,,8,11,,Jean-Luc Mélenchon
Voter 3472,,,,,,9,,,8,11,10,Emmanuel Macron
Voter 27994,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 23890,,,9,,,11,,,8,10,,Benoît Hamon
Voter 888,,,8,,,11,,,9,10,,Benoît Hamon
Voter 552,,,,,,11,9,,8,10,,Benoît Hamon
Voter 23101,,,,,,11,8,,9,10,,Benoît Hamon
Voter 9199,,9,,,,10,,,,11,8,
Voter 19396,8,,,,,11,,,,9,10,Benoît Hamon
Voter 14041,,,,8,,9,10,,,11,,Jean-Luc Mélenchon
Voter 6325,9,,,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 26239,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 17418,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 27360,8,,,,,11,,,10,9,,Benoît Hamon
Voter 36788,,,,,9,11,,,,10,8,Jean-Luc Mélenchon
Voter 9191,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 21361,8,,,,,10,,,,9,11,Jean-Luc Mélenchon
Voter 13705,,,,,,11,,,8,9,10,blanc
Voter 21522,10,,8,,,,,,,11,9,Jean-Luc Mélenchon
Voter 207,,,,,,11,8,,,10,9,Benoît Hamon
Voter 28997,,,,,,11,,,9,10,8,Jean-Luc Mélenchon
Voter 12110,,,,,,10,,,8,9,11,Philippe Poutou
Voter 24980,11,,,,,10,,,8,9,,Nathalie Arthaud
Voter 2830,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 30708,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 29894,,,,,,9,,,11,10,8,Emmanuel Macron
Voter 29875,,,,,,8,9,,10,11,,Jean-Luc Mélenchon
Voter 4645,,,8,,,,,,11,10,9,Emmanuel Macron
Voter 21420,,9,11,,,,8,,,10,,incertitude
Voter 1275,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 15975,,,,,8,11,,,9,10,,Jean-Luc Mélenchon
Voter 32713,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 18044,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 5414,,,,,,11,,,8,10,9,Benoît Hamon
Voter 33141,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 12047,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 30848,8,,,,,10,,,,9,11,Jean-Luc Mélenchon
Voter 27782,,,,9,,,8,,11,10,,incertitude
Voter 10130,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 8545,,,,,,9,10,,11,8,,incertitude
Voter 2167,10,,,,,9,,,,11,8,Jean-Luc Mélenchon
Voter 28287,,,,,,8,,,9,10,11,Philippe Poutou
Voter 13717,8,,,,,11,,,,10,9,Benoît Hamon
Voter 24314,,11,,9,,,8,,,10,,François Asselineau
Voter 32238,,,,,,11,,,10,9,8,Benoît Hamon
Voter 49,,,,,,10,8,,9,11,,Jean-Luc Mélenchon
Voter 11883,,,,,,9,,,11,10,8,Emmanuel Macron
Voter 19768,,,,,,11,,,9,10,8,Benoît Hamon
Voter 5528,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 15860,,,8,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 5083,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 9511,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 30644,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 29087,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 17548,,,,9,11,,,8,10,,,François Fillon
Voter 26671,9,,,,,10,8,,,,11,Philippe Poutou
Voter 34971,,10,,9,,,,,8,11,,Jean-Luc Mélenchon
Voter 26758,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 13781,,,,8,,9,,,10,11,,incertitude
Voter 7772,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 20274,8,,,,,10,9,,,11,,Jean-Luc Mélenchon
Voter 12891,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 13948,,,,,,11,,,10,8,9,Emmanuel Macron
Voter 36285,,,,,8,11,,,10,9,,Emmanuel Macron
Voter 9131,,,,,11,,8,9,10,,,François Fillon
Voter 9983,,,8,,,11,,,9,10,,Benoît Hamon
Voter 8760,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 30454,,,,,9,10,,,8,11,,Jean-Luc Mélenchon
Voter 18648,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 23242,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 2529,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 22752,,,,,9,11,,,10,8,,Benoît Hamon
Voter 36046,8,,,,,11,,,10,9,,Emmanuel Macron
Voter 20612,,8,,,,,10,11,,9,,Marine Le Pen
Voter 37671,,,,,,11,,,8,10,9,
Voter 4670,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 1563,8,,,,,9,,,11,10,,Emmanuel Macron
Voter 37499,,,,,,11,,,8,10,9,
Voter 12000,,,8,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 24235,8,,,,,,,10,9,11,,Jean-Luc Mélenchon
Voter 28756,9,,,,,11,,,,8,10,Benoît Hamon
Voter 25110,,,,,,11,9,,8,10,,Benoît Hamon
Voter 7652,8,,,,,10,,,11,9,,Emmanuel Macron
Voter 3908,,,,,,11,,,10,9,8,Benoît Hamon
Voter 16080,,,,,,11,9,,10,,8,Emmanuel Macron
Voter 7945,,,,8,,10,,,11,9,,Emmanuel Macron
Voter 8717,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 10624,,,,,10,8,,,11,9,,incertitude
Voter 30654,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 9630,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 18252,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 26807,8,,,,,11,,,,10,9,incertitude
Voter 1017,9,,,,,11,,,,10,8,Benoît Hamon
Voter 19424,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 21497,,,8,,,11,,,10,9,,Emmanuel Macron
Voter 22240,9,,,,,11,,,8,10,,Benoît Hamon
Voter 2631,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 15998,,,,,,11,8,,,10,9,Benoît Hamon
Voter 35186,,,9,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 21593,,,,,8,9,,,10,11,,Jean-Luc Mélenchon
Voter 24724,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 21547,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 303,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 23930,,,,,9,10,8,,11,,,Emmanuel Macron
Voter 1790,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 23704,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 8265,10,,,,,9,,,,11,8,Jean-Luc Mélenchon
