################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Evaluation Voting 0/1/2/3.
# Format: CSV with header
#
# Participants were asked to give a score to each candidate, on the scale (0,1,2,3).
# If the score is empty, it means that the voter did not evaluate the candidate (means
# the least score).
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 15840,0,0,0,0,1,3,0,0,2,2,0,Benoît Hamon
Voter 10497,2,0,1,3,1,2,1,0,3,2,1,incertitude
Voter 25400,,,,,1,1,1,,3,,,Emmanuel Macron
Voter 22821,,,,,,,,1,2,3,3,non inscrit
Voter 17129,1,0,0,0,0,0,1,2,0,3,2,Jean-Luc Mélenchon
Voter 8821,1,1,1,2,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 3018,0,0,,,,3,,,3,3,,Emmanuel Macron
Voter 27995,,,,,,3,,0,1,3,,Jean-Luc Mélenchon
Voter 15874,0,1,2,0,0,1,1,0,3,2,1,Emmanuel Macron
Voter 31092,3,,,,,1,,,,2,3,Jean-Luc Mélenchon
Voter 28302,1,2,1,0,0,2,1,0,0,3,2,Jean-Luc Mélenchon
Voter 22017,0,0,0,0,0,1,0,0,3,3,0,Emmanuel Macron
Voter 30662,2,0,0,0,0,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 19499,2,,,,,1,,,1,2,3,Philippe Poutou
Voter 9477,,,,,,2,,,1,2,1,Jean-Luc Mélenchon
Voter 14142,0,1,1,1,3,1,1,1,1,0,1,François Fillon
Voter 7872,0,0,0,0,3,1,1,0,2,0,0,François Fillon
Voter 10791,1,0,1,0,0,2,1,0,1,2,3,Emmanuel Macron
Voter 2731,2,0,0,0,0,1,0,0,0,2,3,Philippe Poutou
Voter 9530,0,0,0,0,0,3,0,0,1,2,1,Benoît Hamon
Voter 17487,,,,,,3,,,2,1,1,Benoît Hamon
Voter 33888,1,0,0,0,0,2,0,0,0,3,1,Jean-Luc Mélenchon
Voter 31150,0,0,0,1,2,1,1,1,1,3,1,non inscrit
Voter 16296,2,0,0,0,0,3,1,0,1,2,2,Jean-Luc Mélenchon
Voter 27934,2,0,0,0,0,2,1,0,0,3,2,Jean-Luc Mélenchon
Voter 22455,0,1,0,2,0,2,1,0,3,3,0,Emmanuel Macron
Voter 22270,1,0,1,0,0,2,0,0,0,3,2,Jean-Luc Mélenchon
Voter 11834,1,0,0,0,1,3,0,0,3,1,1,Emmanuel Macron
Voter 5263,0,0,1,1,0,0,0,0,1,1,0,abstention
Voter 3747,3,0,0,0,0,2,1,0,1,3,3,Jean-Luc Mélenchon
Voter 6090,1,,,,,,,,2,3,1,Jean-Luc Mélenchon
Voter 8098,,,0,0,1,2,1,0,3,1,,Emmanuel Macron
Voter 22137,2,1,1,1,0,3,1,0,1,3,3,Benoît Hamon
Voter 6058,1,0,0,0,0,3,0,0,1,2,1,Benoît Hamon
Voter 1759,1,0,0,0,0,2,0,0,0,3,1,Jean-Luc Mélenchon
Voter 6520,1,1,0,0,0,2,2,0,0,3,2,Jean-Luc Mélenchon
Voter 27719,0,1,1,2,2,2,1,0,3,3,1,Emmanuel Macron
Voter 24913,0,0,0,1,0,3,1,0,2,2,1,Emmanuel Macron
Voter 27322,1,,,,,3,,,,3,2,Jean-Luc Mélenchon
Voter 17489,1,1,0,0,0,2,0,0,0,3,2,Jean-Luc Mélenchon
Voter 37668,,,,,,3,,,2,3,1,
Voter 18177,1,0,0,0,0,3,0,0,0,3,3,Jean-Luc Mélenchon
Voter 28408,2,,,,,1,,,,3,2,Jean-Luc Mélenchon
Voter 12165,0,3,0,2,1,0,0,1,0,1,0,François Asselineau
Voter 24032,1,0,0,0,0,3,1,0,1,3,1,Jean-Luc Mélenchon
Voter 31599,3,0,0,0,0,0,0,0,0,1,2,Nathalie Arthaud
Voter 16041,,,,,,,2,,,3,,Jean-Luc Mélenchon
Voter 9497,1,0,0,0,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 13110,,,,,1,1,,,2,1,1,incertitude
Voter 4301,,,,,,3,,,1,3,,Benoît Hamon
Voter 37472,0,0,0,0,0,3,0,0,2,1,0,
Voter 20739,0,0,0,0,0,2,1,0,0,3,0,Jean-Luc Mélenchon
Voter 16913,1,1,1,2,0,2,1,0,1,2,1,Emmanuel Macron
Voter 1847,2,0,0,,0,3,0,0,0,3,2,Jean-Luc Mélenchon
Voter 2845,,,1,,1,2,,,1,1,,Benoît Hamon
Voter 622,,,,,,1,,,3,,,Emmanuel Macron
Voter 21772,1,0,0,0,0,1,0,0,2,2,1,Emmanuel Macron
Voter 34876,1,0,0,0,1,2,0,0,2,1,1,Emmanuel Macron
Voter 13449,,,,,0,3,,0,3,3,2,Emmanuel Macron
Voter 1035,1,0,0,0,1,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 8296,1,,,,,3,,,3,2,1,incertitude
Voter 15961,1,1,1,0,0,3,1,0,2,3,1,Jean-Luc Mélenchon
Voter 22488,2,0,0,0,0,3,0,0,1,2,2,Benoît Hamon
Voter 26231,0,1,1,0,0,2,1,0,0,3,2,Jean-Luc Mélenchon
Voter 17314,1,,2,,,3,2,,1,2,2,Benoît Hamon
Voter 16707,0,0,,1,0,2,1,,1,3,1,Jean-Luc Mélenchon
Voter 18425,2,0,0,0,0,1,0,0,0,3,3,Jean-Luc Mélenchon
Voter 30384,1,1,0,0,0,2,1,0,3,3,1,Emmanuel Macron
Voter 22589,,0,0,0,0,1,0,0,0,3,,Jean-Luc Mélenchon
Voter 21274,2,0,0,0,0,3,1,0,1,2,2,abstention
Voter 3177,1,0,0,0,0,3,1,0,1,2,1,Benoît Hamon
Voter 25279,2,0,0,0,0,2,1,0,0,3,3,Jean-Luc Mélenchon
Voter 24193,,,,,,3,,,1,3,,Jean-Luc Mélenchon
Voter 9550,2,0,0,0,1,3,0,0,1,2,3,Jean-Luc Mélenchon
Voter 29529,1,0,0,0,0,2,1,0,2,3,2,Jean-Luc Mélenchon
Voter 22444,1,0,1,0,0,2,2,0,2,1,2,Emmanuel Macron
Voter 3728,0,0,0,3,1,0,0,1,1,0,0,Nicolas Dupont-Aignan
Voter 32300,1,0,0,0,0,3,0,0,2,2,1,Jean-Luc Mélenchon
Voter 25860,1,0,0,0,0,3,1,0,2,2,1,Benoît Hamon
Voter 4668,1,,1,,,3,,,,2,2,Benoît Hamon
Voter 10732,,,,,,1,,,2,,,Emmanuel Macron
Voter 13918,1,0,0,0,0,1,1,0,3,2,2,Emmanuel Macron
Voter 27064,0,1,0,2,2,1,0,1,2,1,0,Nicolas Dupont-Aignan
Voter 18346,1,0,0,0,0,2,0,0,3,0,1,Emmanuel Macron
Voter 26355,2,0,0,0,0,2,1,0,0,3,3,Jean-Luc Mélenchon
Voter 34099,,,,,,3,,,1,1,,Benoît Hamon
Voter 23040,0,0,0,0,0,2,1,0,0,3,1,Jean-Luc Mélenchon
Voter 31529,0,0,0,0,0,3,1,0,0,3,0,Jean-Luc Mélenchon
Voter 6084,,,,,,2,,,,1,1,Benoît Hamon
Voter 28299,0,0,0,0,3,0,1,0,0,0,0,François Fillon
Voter 27580,1,3,0,0,0,0,2,3,0,3,1,Jean-Luc Mélenchon
Voter 10962,2,1,,,,1,1,,,3,2,Jean-Luc Mélenchon
Voter 18417,1,,,,,3,,,,3,1,Jean-Luc Mélenchon
Voter 22588,2,0,0,0,0,3,0,0,1,2,1,Benoît Hamon
Voter 27693,1,0,0,2,0,1,1,2,2,0,0,incertitude
Voter 9947,2,0,0,0,0,3,1,0,2,2,3,Benoît Hamon
Voter 28246,0,1,1,2,1,1,0,2,3,3,0,Emmanuel Macron
Voter 30817,2,0,0,0,0,2,0,0,0,3,2,non inscrit
Voter 2079,3,0,0,1,0,1,1,0,0,2,3,Jean-Luc Mélenchon
Voter 14187,0,0,1,0,0,2,1,0,0,1,1,abstention
Voter 27039,0,0,0,0,0,3,0,3,0,3,0,Benoît Hamon
Voter 37086,1,0,0,0,0,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 27446,0,0,0,0,0,3,0,0,1,2,0,Benoît Hamon
Voter 10314,0,0,0,0,1,2,0,0,2,1,1,Emmanuel Macron
Voter 6946,2,0,0,0,0,2,0,0,0,2,2,abstention
Voter 9827,,,,,,1,,,2,3,2,abstention
Voter 36815,0,0,0,3,3,1,0,3,1,2,0,Marine Le Pen
Voter 19643,,,,,,2,,,2,3,,Jean-Luc Mélenchon
Voter 4746,0,0,0,0,0,1,0,0,1,3,1,Jean-Luc Mélenchon
Voter 20990,,,,,,3,,,,2,1,Benoît Hamon
Voter 3940,1,0,0,0,0,3,0,0,0,3,2,Jean-Luc Mélenchon
Voter 23861,0,0,0,0,0,1,0,0,3,2,0,Emmanuel Macron
Voter 9085,1,0,0,1,0,3,2,0,3,2,1,incertitude
Voter 31177,2,,,,,,,,,3,2,abstention
Voter 15332,0,0,0,0,0,2,0,0,0,1,0,Benoît Hamon
Voter 99,1,0,0,0,0,3,0,0,0,3,2,Benoît Hamon
Voter 25681,1,0,0,0,0,2,1,0,0,3,1,Jean-Luc Mélenchon
Voter 15031,1,0,0,0,1,2,0,0,3,1,1,Emmanuel Macron
Voter 24850,1,,,,,2,1,,,3,1,non inscrit
Voter 32884,1,0,0,0,0,2,1,0,0,3,2,Jean-Luc Mélenchon
Voter 4951,2,0,0,0,0,1,0,0,2,3,3,Jean-Luc Mélenchon
Voter 8230,0,0,0,0,0,0,0,0,0,3,2,Jean-Luc Mélenchon
Voter 4390,,,,,,2,,,3,,,Emmanuel Macron
Voter 4409,2,0,0,0,0,1,0,0,0,3,3,Jean-Luc Mélenchon
Voter 22879,1,0,0,0,0,3,2,0,1,3,2,Jean-Luc Mélenchon
Voter 5739,0,0,0,0,0,2,0,0,1,2,2,incertitude
Voter 26593,1,1,0,0,0,3,0,0,2,2,1,Benoît Hamon
Voter 9807,0,0,0,0,2,1,0,0,3,0,0,Emmanuel Macron
Voter 3180,1,0,0,0,0,3,2,0,1,2,2,Benoît Hamon
Voter 16964,3,0,0,0,0,2,0,0,0,3,3,Jean-Luc Mélenchon
Voter 31070,0,3,2,2,0,2,2,0,0,3,2,Jean-Luc Mélenchon
Voter 17108,,,,,,2,,,1,3,,Jean-Luc Mélenchon
Voter 18076,1,1,0,0,0,1,0,0,0,3,1,abstention
Voter 13655,1,0,0,0,0,2,0,0,1,3,3,Jean-Luc Mélenchon
Voter 5237,1,0,0,0,0,2,2,0,0,3,2,Jean-Luc Mélenchon
Voter 16545,0,,1,0,1,0,2,0,3,1,0,Emmanuel Macron
Voter 14245,1,,,,,2,,,,3,2,Jean-Luc Mélenchon
Voter 21403,1,0,0,0,0,1,0,0,0,2,2,incertitude
Voter 32883,2,0,0,0,0,2,1,0,0,2,3,Jean-Luc Mélenchon
Voter 20924,0,0,0,2,1,1,0,0,3,1,0,Emmanuel Macron
Voter 3320,1,1,0,1,0,2,3,1,2,3,2,Jean-Luc Mélenchon
Voter 22457,0,0,2,0,3,0,1,0,1,1,0,François Fillon
Voter 26880,,,,1,1,1,,,3,,0,Emmanuel Macron
Voter 3109,1,0,0,0,0,1,0,0,0,2,3,Philippe Poutou
Voter 16803,3,0,1,0,0,3,1,0,1,3,3,Jean-Luc Mélenchon
Voter 34601,,,,,,,,0,,2,,Jean-Luc Mélenchon
Voter 30113,1,2,1,2,0,2,2,0,1,3,0,Jean-Luc Mélenchon
Voter 33662,2,,,,,2,,,,3,3,Jean-Luc Mélenchon
Voter 8582,3,0,1,0,0,0,1,0,0,3,3,Nathalie Arthaud
Voter 14901,0,0,0,0,0,3,0,0,2,2,1,Emmanuel Macron
Voter 19452,0,0,1,1,0,2,3,0,3,3,2,Jean Lassalle
Voter 22069,0,,,,,2,,0,,2,1,Jean-Luc Mélenchon
Voter 8887,2,0,1,0,0,2,1,0,1,3,2,Jean-Luc Mélenchon
Voter 5971,,,,,3,,2,,,,,François Fillon
Voter 19669,0,0,0,0,0,2,1,0,3,2,1,Emmanuel Macron
Voter 20012,2,0,0,0,0,1,0,0,0,1,3,abstention
Voter 23316,0,0,0,0,0,2,0,0,0,3,1,Jean-Luc Mélenchon
Voter 12013,1,1,0,0,0,0,1,0,0,3,2,Jean-Luc Mélenchon
Voter 10471,1,0,0,0,0,1,0,0,0,2,1,Jean-Luc Mélenchon
Voter 6597,1,,,,,1,,,2,2,1,blanc
Voter 17157,0,0,0,0,1,2,0,0,3,0,1,Emmanuel Macron
Voter 19189,2,0,0,0,0,1,0,0,0,3,2,Jean-Luc Mélenchon
Voter 12453,0,0,0,1,1,2,1,0,3,0,0,Emmanuel Macron
Voter 34738,,2,,,,3,2,0,,3,2,Jean-Luc Mélenchon
Voter 20234,0,3,0,0,0,0,0,0,2,2,0,François Asselineau
Voter 15386,,,,,,2,,,2,3,,Jean-Luc Mélenchon
Voter 15762,2,1,0,1,0,2,1,0,1,3,2,Jean-Luc Mélenchon
Voter 13117,1,1,1,,1,1,1,0,2,3,1,Jean-Luc Mélenchon
Voter 2584,3,1,0,1,0,3,2,0,0,0,3,abstention
Voter 3805,2,1,0,1,0,3,1,0,1,2,3,Benoît Hamon
Voter 10796,0,1,0,2,3,0,1,1,2,0,0,François Fillon
Voter 22251,1,,,,,3,,,,3,1,Jean-Luc Mélenchon
Voter 21312,,,,,1,3,,,2,1,,Emmanuel Macron
Voter 8943,,,,0,0,3,,0,0,3,1,Jean-Luc Mélenchon
Voter 28624,,,,,1,1,,,3,1,,Emmanuel Macron
Voter 16531,,,,,,1,,,3,,,Emmanuel Macron
Voter 15105,1,0,0,0,0,3,0,0,1,2,1,Benoît Hamon
Voter 7575,2,1,1,0,0,2,1,0,0,3,3,Philippe Poutou
Voter 14522,1,0,0,,0,2,1,0,1,3,1,Jean-Luc Mélenchon
Voter 8111,,,,,,2,,,,3,,Jean-Luc Mélenchon
Voter 34072,0,0,0,0,0,2,0,0,0,3,1,Jean-Luc Mélenchon
Voter 8317,3,0,3,3,0,3,3,0,0,3,3,Benoît Hamon
Voter 2175,1,0,0,0,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 19394,0,0,0,0,0,0,0,0,0,0,0,blanc
Voter 19288,1,0,0,0,0,2,1,0,2,2,1,blanc
Voter 10607,0,0,2,0,0,2,2,1,0,3,1,Jean-Luc Mélenchon
Voter 20995,1,0,0,1,0,1,1,0,2,2,2,incertitude
Voter 1002,0,0,1,0,0,1,0,0,1,3,0,Jean-Luc Mélenchon
Voter 35807,0,0,0,0,0,1,0,0,3,2,0,Emmanuel Macron
Voter 23814,,2,,,,,,,,3,1,Jean-Luc Mélenchon
Voter 9762,2,0,1,1,,2,1,,0,3,3,Jean-Luc Mélenchon
Voter 6348,0,3,0,1,0,2,0,2,0,1,1,François Asselineau
Voter 18609,1,0,0,0,0,2,0,0,2,1,1,Benoît Hamon
Voter 28137,1,0,1,0,0,3,1,0,3,3,1,
Voter 16958,,,,,,2,,,3,,,Emmanuel Macron
Voter 19160,2,0,1,0,0,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 15419,0,0,0,0,2,1,0,0,3,0,0,blanc
Voter 10129,1,1,1,2,2,1,1,3,1,1,1,Marine Le Pen
Voter 4736,1,0,0,0,0,2,0,0,3,0,1,Emmanuel Macron
Voter 25535,0,1,0,2,0,2,1,0,2,1,1,Emmanuel Macron
Voter 19996,,,,,,2,1,,2,3,,Jean-Luc Mélenchon
Voter 17894,1,,,,,3,1,,1,1,1,Benoît Hamon
Voter 33437,0,0,0,3,1,2,1,0,1,3,2,Jean-Luc Mélenchon
Voter 6417,1,0,1,0,0,3,1,0,2,2,1,incertitude
Voter 1775,1,0,0,2,0,0,2,0,0,3,3,Jean-Luc Mélenchon
Voter 11847,0,0,0,0,1,0,0,0,3,0,1,Emmanuel Macron
Voter 20179,2,0,1,0,0,0,0,0,0,3,1,Jean-Luc Mélenchon
Voter 34185,2,0,0,0,0,1,0,0,0,3,2,Jean-Luc Mélenchon
Voter 30531,1,1,1,0,0,2,1,0,0,3,1,Jean-Luc Mélenchon
Voter 15486,1,,,2,2,,1,,,,,incertitude
Voter 2357,2,,,,,1,,,,3,3,Jean-Luc Mélenchon
Voter 3744,,,,,,2,,,3,1,,Emmanuel Macron
Voter 4693,3,0,0,1,0,3,3,0,1,3,3,Jean-Luc Mélenchon
Voter 6063,0,0,2,3,0,2,0,0,0,1,3,Philippe Poutou
Voter 3719,1,,,,,3,,,,2,3,Benoît Hamon
Voter 3163,,,,,,3,,,1,1,,Benoît Hamon
Voter 10127,1,,,1,,3,,,2,3,,Jean-Luc Mélenchon
Voter 33423,0,2,0,1,1,0,0,0,0,2,1,Jean-Luc Mélenchon
Voter 19320,,,,,,3,,,2,1,1,incertitude
Voter 6647,,,,,,2,,,,3,,Jean-Luc Mélenchon
Voter 14066,2,0,2,0,0,3,2,0,1,2,2,Benoît Hamon
Voter 14358,1,0,0,0,0,3,1,0,1,3,2,non inscrit
Voter 25716,,,,,3,,,,3,,,François Fillon
Voter 19878,,,,,,1,,,,3,2,Jean-Luc Mélenchon
Voter 7860,1,0,0,0,0,2,0,0,0,3,0,incertitude
Voter 27839,0,0,0,0,0,3,0,0,1,3,0,Jean-Luc Mélenchon
Voter 8651,,,1,,,2,,,,3,1,Jean-Luc Mélenchon
Voter 6934,1,1,1,2,2,1,2,0,2,2,0,Nicolas Dupont-Aignan
Voter 35016,0,1,2,1,0,0,2,0,0,3,0,Jean-Luc Mélenchon
Voter 26545,,,,,,1,,,3,2,1,Emmanuel Macron
Voter 24437,,,,,,2,0,,1,3,,Jean-Luc Mélenchon
Voter 834,,,,,,3,1,,,2,,Benoît Hamon
Voter 1491,0,0,0,0,0,1,0,0,3,1,0,Emmanuel Macron
Voter 2101,2,0,0,0,1,2,1,0,3,1,1,Emmanuel Macron
Voter 31124,1,0,1,0,0,3,1,0,1,3,2,Jean-Luc Mélenchon
Voter 13910,,,,,1,1,,,3,,,Emmanuel Macron
Voter 21877,1,0,0,0,0,2,0,0,0,3,1,ne se prononce pas
Voter 22905,1,0,0,0,0,3,1,0,0,2,2,Jean-Luc Mélenchon
Voter 29391,0,0,0,0,0,0,0,0,0,3,1,Jean-Luc Mélenchon
Voter 7011,,,,,,,,,3,,,Emmanuel Macron
Voter 27854,1,0,0,0,0,3,0,0,0,2,1,Benoît Hamon
Voter 14628,,2,,,,,1,,,3,1,Jean-Luc Mélenchon
Voter 10614,,,,,,2,,,2,3,,blanc
Voter 17811,1,0,0,0,0,2,0,0,1,3,2,blanc
Voter 27002,1,0,1,1,0,3,,0,1,2,1,Benoît Hamon
Voter 19132,,,,,,,,,,3,,Jean-Luc Mélenchon
Voter 9842,0,0,0,0,0,0,0,0,0,0,1,ne se prononce pas
Voter 13482,3,0,,,0,2,,0,1,3,3,incertitude
Voter 33526,1,1,0,0,0,1,0,0,0,3,2,Jean-Luc Mélenchon
Voter 12603,1,0,0,0,0,2,0,0,1,2,1,Jean-Luc Mélenchon
Voter 36130,1,1,1,1,1,2,0,0,3,2,1,Emmanuel Macron
Voter 22054,,,,,,3,,,1,1,1,Benoît Hamon
Voter 3063,1,0,1,1,1,1,2,0,3,3,2,Emmanuel Macron
Voter 1547,1,0,0,1,0,0,0,2,0,3,1,Jean-Luc Mélenchon
Voter 19981,0,1,1,1,0,2,2,0,0,3,1,Jean-Luc Mélenchon
Voter 8368,0,0,0,0,0,3,0,0,3,1,0,Emmanuel Macron
Voter 25775,1,0,0,0,0,2,1,0,0,2,1,abstention
Voter 2875,1,0,3,0,0,3,0,0,2,3,1,Benoît Hamon
Voter 15207,1,0,0,0,0,3,1,0,2,1,1,Benoît Hamon
Voter 31380,,,,,,3,,,1,1,,Jean-Luc Mélenchon
Voter 12826,1,0,0,0,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 9052,2,3,1,0,0,0,1,1,0,3,2,Jean-Luc Mélenchon
Voter 29339,0,0,0,1,0,2,0,0,2,2,2,Jean-Luc Mélenchon
Voter 7046,0,0,0,1,0,1,1,1,2,0,0,abstention
Voter 1191,,,,,,2,,,,3,,Jean-Luc Mélenchon
Voter 20307,1,0,0,0,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 25706,,,,,,2,,,2,2,,Jean-Luc Mélenchon
Voter 35826,2,1,2,0,0,3,1,0,0,3,2,Jean-Luc Mélenchon
Voter 30476,1,0,0,1,0,3,1,0,1,3,1,Jean-Luc Mélenchon
Voter 13821,0,0,0,1,1,2,0,0,2,3,1,incertitude
Voter 12267,3,,1,2,0,0,1,0,0,2,1,Nathalie Arthaud
Voter 6023,,,,,,2,1,,1,2,,incertitude
Voter 21557,2,0,0,0,0,2,0,0,0,2,3,Jean-Luc Mélenchon
Voter 12301,2,2,2,0,0,3,0,0,1,2,2,Benoît Hamon
Voter 17407,,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 5844,1,0,0,0,0,3,0,0,0,3,2,Jean-Luc Mélenchon
Voter 37414,,1,1,3,2,2,1,,,2,,Nicolas Dupont-Aignan
Voter 31658,0,0,0,0,1,3,1,0,3,2,1,Emmanuel Macron
Voter 17169,,,,,0,2,,0,3,1,1,Emmanuel Macron
Voter 5796,,,,,,3,,,3,,,Emmanuel Macron
Voter 3577,,,,,,3,1,,,1,1,Benoît Hamon
Voter 35331,2,0,0,0,0,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 15098,1,,,,,3,,,,2,2,incertitude
Voter 30223,1,0,1,0,0,3,1,0,1,3,1,Benoît Hamon
Voter 15803,0,0,0,0,1,1,1,0,2,1,0,Emmanuel Macron
Voter 31614,,,,3,,,1,,,1,,Nicolas Dupont-Aignan
Voter 33010,1,,,,,3,,,,3,3,Jean-Luc Mélenchon
Voter 35588,1,1,1,1,0,2,2,0,0,3,0,Jean-Luc Mélenchon
Voter 27341,1,0,1,1,0,2,1,0,2,2,1,Jean-Luc Mélenchon
Voter 6501,,,,,,3,,,2,1,,Benoît Hamon
Voter 37176,,,,,,2,,,3,1,,Emmanuel Macron
Voter 16093,3,0,0,1,3,1,3,1,0,0,0,François Fillon
Voter 32075,,,,,,3,,,,,,Benoît Hamon
Voter 27650,1,0,0,0,0,2,0,0,0,3,1,Jean-Luc Mélenchon
Voter 14184,3,0,0,0,0,3,1,0,0,2,3,Benoît Hamon
Voter 34427,1,0,0,0,0,2,0,0,0,3,2,Jean-Luc Mélenchon
Voter 20552,1,0,0,0,0,3,0,0,0,2,2,Benoît Hamon
Voter 5209,0,0,0,1,1,1,0,0,3,1,0,Emmanuel Macron
Voter 4279,,,,,,3,,,3,,3,Emmanuel Macron
Voter 30818,2,0,0,0,0,2,0,0,0,3,3,Jean-Luc Mélenchon
Voter 8898,0,0,1,0,1,2,0,0,2,3,1,Jean-Luc Mélenchon
Voter 19886,2,,0,0,0,1,0,0,0,3,2,Jean-Luc Mélenchon
Voter 14903,,,,1,3,0,,,2,,,François Fillon
Voter 5421,0,0,0,0,0,2,1,0,3,2,1,Emmanuel Macron
Voter 37129,2,0,0,0,0,3,1,0,1,3,3,Jean-Luc Mélenchon
Voter 25232,2,,,,,2,,,,3,3,Jean-Luc Mélenchon
Voter 26621,,,,,,2,,,3,,,Emmanuel Macron
Voter 15788,1,1,1,0,0,2,1,0,0,3,1,Jean-Luc Mélenchon
Voter 2462,3,0,0,0,0,2,0,0,0,2,2,Jean-Luc Mélenchon
Voter 34556,2,0,0,0,0,3,0,0,2,3,2,Jean-Luc Mélenchon
Voter 11677,1,1,0,1,0,1,0,1,2,3,0,Jean-Luc Mélenchon
Voter 9596,1,0,0,0,0,2,0,0,2,2,1,abstention
Voter 7833,0,0,0,1,0,2,0,0,2,3,2,Jean-Luc Mélenchon
Voter 81,0,0,0,0,0,1,0,0,1,3,1,Jean-Luc Mélenchon
Voter 18099,,,,,,3,,,1,2,2,
Voter 6667,1,0,0,0,0,1,0,0,2,1,2,incertitude
Voter 29031,3,2,1,1,0,3,2,0,0,3,3,Jean-Luc Mélenchon
Voter 33035,,0,0,0,0,3,0,0,1,3,1,Jean-Luc Mélenchon
Voter 32944,,,,,,2,,0,2,2,,Jean-Luc Mélenchon
Voter 10012,2,,,,,3,,,1,3,2,Benoît Hamon
Voter 10850,,,1,2,,1,2,,3,3,,Jean-Luc Mélenchon
Voter 3208,,,,,,3,,,3,2,,Emmanuel Macron
Voter 31363,2,1,1,0,0,3,0,0,1,3,2,Jean-Luc Mélenchon
Voter 6928,1,1,1,1,0,2,0,0,3,2,2,Emmanuel Macron
Voter 25416,,,,,,3,,,,1,,Benoît Hamon
Voter 26723,0,0,0,1,2,0,1,1,3,0,0,Emmanuel Macron
Voter 30119,,,,,,3,,,3,1,,Emmanuel Macron
Voter 14532,,,,,3,,,0,1,,0,François Fillon
Voter 36069,0,0,0,2,2,1,0,0,3,0,0,Emmanuel Macron
Voter 11769,0,0,1,0,2,1,1,0,2,2,0,Emmanuel Macron
Voter 22994,0,0,0,0,0,3,1,0,3,1,0,Emmanuel Macron
Voter 17107,1,0,0,1,0,3,1,0,3,1,2,Emmanuel Macron
Voter 3857,0,0,0,0,0,3,1,0,1,2,0,Benoît Hamon
Voter 11396,1,0,0,0,0,2,0,0,3,2,1,Emmanuel Macron
Voter 6917,0,0,0,0,0,1,1,0,0,1,3,abstention
Voter 30189,2,0,0,0,0,3,0,0,0,3,2,non inscrit
Voter 11675,0,0,0,1,2,1,1,0,3,0,0,Emmanuel Macron
Voter 33922,,,,,,2,,,,3,,Jean-Luc Mélenchon
Voter 1756,0,0,0,0,0,2,0,0,3,3,0,Emmanuel Macron
Voter 19418,2,0,0,1,0,3,1,0,0,1,2,Benoît Hamon
Voter 11855,0,0,0,0,0,3,0,0,1,2,0,abstention
Voter 27987,0,1,0,2,0,0,0,3,0,2,1,Marine Le Pen
Voter 27950,1,0,0,0,0,3,0,0,0,3,2,Benoît Hamon
Voter 2985,0,0,0,0,0,3,0,0,0,2,1,Benoît Hamon
Voter 1452,2,0,1,0,0,2,0,0,1,3,2,Jean-Luc Mélenchon
Voter 10581,0,0,0,0,3,0,0,1,2,1,0,François Fillon
Voter 7496,1,,1,,,3,1,0,0,3,1,Jean-Luc Mélenchon
Voter 16748,2,0,0,0,0,2,1,0,0,3,2,Jean-Luc Mélenchon
